Date,close,Close,Open,High,Low,Volume,OpenInt
10/25/1983,25.521,255.21,25.59,25.724,25.385,332374,0
10/26/1983,25.183,251.83,25.453,25.453,25.047,193220,0
10/27/1983,25.183,251.83,25.251,25.385,25.047,362687,0
10/28/1983,25.047,250.47,25.047,25.317,24.98,272636,0
10/31/1983,25.114,251.14,25.114,25.114,24.709,242145,0
11/1/1983,25.114,251.14,25.114,25.183,24.776,323864,0
11/2/1983,25.453,254.53,25.183,25.59,24.911,572215,0
11/3/1983,25.792,257.92,25.521,25.927,25.385,306494,0
11/4/1983,25.521,255.21,25.657,25.724,25.521,303301,0
11/7/1983,25.385,253.85,25.59,25.59,25.317,267495,0
11/8/1983,25.317,253.17,25.317,25.521,25.251,285220,0
11/9/1983,25.521,255.21,25.317,25.521,25.183,395127,0
11/10/1983,25.317,253.17,25.521,25.59,25.317,301884,0
11/11/1983,25.657,256.57,25.521,25.657,25.385,476491,0
11/14/1983,25.59,255.9,25.657,25.724,25.453,274230,0
11/15/1983,25.385,253.85,25.453,25.521,25.251,302239,0
11/16/1983,25.521,255.21,25.453,25.59,25.251,390695,0
11/17/1983,25.792,257.92,25.453,25.792,25.453,266076,0
11/18/1983,25.724,257.24,25.792,25.858,25.657,221405,0
11/21/1983,25.858,258.58,25.724,25.858,25.657,291425,0
11/22/1983,26.13,261.3,25.858,26.265,25.792,1939467,0
11/23/1983,26.605,266.05,26.265,26.605,26.197,619899,0
11/25/1983,26.875,268.75,26.535,26.942,26.468,789543,0
11/28/1983,26.265,262.65,26.535,26.535,26.13,1236252,0
11/29/1983,26.605,266.05,26.265,26.605,26.13,362509,0
11/30/1983,26.605,266.05,26.74,26.875,26.401,500422,0
12/1/1983,26.74,267.4,26.468,26.74,26.401,214138,0
12/2/1983,26.468,264.68,26.605,26.74,26.334,227787,0
12/5/1983,26.334,263.34,26.401,26.468,26.197,174076,0
12/6/1983,26.334,263.34,26.265,26.468,26.265,180989,0
12/7/1983,26.875,268.75,26.334,27.045,26.265,422070,0
12/8/1983,27.045,270.45,26.807,27.18,26.74,746644,0
12/9/1983,26.977,269.77,27.045,27.045,26.671,379703,0
12/12/1983,27.383,273.83,26.875,27.449,26.74,679815,0
12/13/1983,27.585,275.85,27.314,27.856,27.314,2279817,0
12/14/1983,27.449,274.49,27.654,27.72,27.314,866477,0
12/15/1983,27.992,279.92,27.449,28.06,27.449,771815,0
12/16/1983,28.398,283.98,27.992,28.398,27.925,725371,0
12/19/1983,28.398,283.98,28.262,28.601,28.195,1358389,0
12/20/1983,27.856,278.56,28.262,28.262,27.72,623621,0
12/21/1983,27.585,275.85,27.992,28.195,27.518,959894,0
12/22/1983,27.045,270.45,27.585,27.72,26.977,707114,0
12/23/1983,27.045,270.45,27.045,27.246,26.977,308266,0
12/27/1983,27.045,270.45,27.112,27.112,26.671,614935,0
12/28/1983,27.585,275.85,27.045,27.585,26.875,593841,0
12/29/1983,27.18,271.8,27.449,27.654,27.112,321916,0
12/30/1983,27.18,271.8,27.314,27.314,27.112,180810,0
1/3/1984,27.045,270.45,27.18,27.383,26.977,272457,0
1/4/1984,27.789,277.89,26.977,27.789,26.977,792379,0
1/5/1984,27.992,279.92,27.789,28.06,27.654,679815,0
1/6/1984,27.789,277.89,27.992,28.06,27.72,498117,0
1/9/1984,27.856,278.56,27.654,27.992,27.585,228851,0
1/10/1984,27.518,275.18,27.925,27.992,27.449,332374,0
1/11/1984,27.518,275.18,27.449,27.654,27.383,255086,0
1/12/1984,27.518,275.18,27.449,27.72,27.449,493331,0
1/13/1984,27.383,273.83,27.585,27.72,27.314,349922,0
1/16/1984,27.518,275.18,27.246,27.585,27.246,253491,0
1/17/1984,27.449,274.49,27.585,27.585,27.449,243209,0
1/18/1984,27.314,273.14,27.449,27.518,27.246,328829,0
1/19/1984,27.18,271.8,27.246,27.314,27.112,302771,0
1/20/1984,27.112,271.12,27.112,27.18,26.977,169821,0
1/23/1984,26.535,265.35,26.977,26.977,26.535,392821,0
1/24/1984,26.74,267.4,26.535,26.977,26.468,298339,0
1/25/1984,26.671,266.71,26.671,27.045,26.605,586749,0
1/26/1984,27.045,270.45,26.875,27.246,26.807,659074,0
1/27/1984,27.18,271.8,27.18,27.314,27.112,935787,0
1/30/1984,26.875,268.75,27.18,27.246,26.605,494216,0
1/31/1984,24.133,241.33,26.535,26.605,23.93,2231246,0
2/1/1984,23.186,231.86,24.066,24.066,22.983,1785069,0
2/2/1984,22.915,229.15,23.186,23.253,22.779,1621096,0
2/3/1984,22.983,229.83,23.05,23.186,22.915,1214448,0
2/6/1984,22.849,228.49,23.05,23.186,22.509,710835,0
2/7/1984,23.253,232.53,23.05,23.388,22.712,673434,0
2/8/1984,22.509,225.09,23.322,23.524,22.509,814537,0
2/9/1984,22.577,225.77,22.441,22.849,22.373,745403,0
2/10/1984,22.643,226.43,22.577,22.915,22.577,710659,0
2/13/1984,23.118,231.18,22.712,23.118,22.712,298162,0
2/14/1984,22.915,229.15,23.253,23.253,22.915,307911,0
2/15/1984,23.118,231.18,23.05,23.322,22.983,508930,0
2/16/1984,23.524,235.24,23.118,23.524,23.118,525594,0
2/17/1984,23.388,233.88,23.388,23.794,23.253,1166410,0
2/21/1984,23.253,232.53,23.388,23.388,23.05,388566,0
2/22/1984,22.983,229.83,23.322,23.388,22.983,250655,0
2/23/1984,22.915,229.15,23.05,23.118,22.712,340705,0
2/24/1984,23.794,237.94,23.253,23.862,23.118,511412,0
2/27/1984,23.322,233.22,23.388,23.524,23.253,851054,0
2/28/1984,22.779,227.79,23.05,23.322,22.577,657301,0
2/29/1984,22.577,225.77,22.643,22.983,22.373,575051,0
3/1/1984,22.036,220.36,22.238,22.306,21.391,1291205,0
3/2/1984,22.509,225.09,22.509,22.643,22.373,624685,0
3/5/1984,22.238,222.38,22.373,22.441,22.103,557324,0
3/6/1984,21.832,218.32,22.103,22.172,21.832,550765,0
3/7/1984,21.832,218.32,21.832,22.036,21.73,504499,0
3/8/1984,21.832,218.32,21.73,21.967,21.73,454687,0
3/9/1984,21.832,218.32,21.662,21.9,21.662,272104,0
3/12/1984,21.9,219,21.832,22.036,21.832,366585,0
3/13/1984,22.103,221.03,21.967,22.373,21.967,572746,0
3/14/1984,22.238,222.38,22.103,22.373,22.036,177266,0
3/15/1984,22.373,223.73,22.238,22.577,22.103,436251,0
3/16/1984,22.509,225.09,22.643,22.779,22.441,544030,0
3/19/1984,22.373,223.73,22.306,22.509,22.238,148373,0
3/20/1984,22.577,225.77,22.441,22.712,22.373,289121,0
3/21/1984,22.577,225.77,22.643,22.712,22.509,537294,0
3/22/1984,22.509,225.09,22.643,22.643,22.373,219100,0
3/23/1984,22.577,225.77,22.373,22.577,22.373,171594,0
3/26/1984,22.779,227.79,22.441,22.915,22.441,451673,0
3/27/1984,23.186,231.86,22.915,23.186,22.915,374562,0
3/28/1984,23.186,231.86,23.253,23.322,22.643,592601,0
3/29/1984,23.05,230.5,23.322,23.322,22.849,288766,0
3/30/1984,22.643,226.43,22.849,23.05,22.509,197121,0
4/2/1984,21.967,219.67,22.779,22.849,21.967,441570,0
4/3/1984,22.103,221.03,21.967,22.172,21.73,284867,0
4/4/1984,22.172,221.72,22.103,22.172,21.9,268026,0
4/5/1984,21.662,216.62,22.036,22.238,21.459,494395,0
4/6/1984,21.832,218.32,21.526,21.832,21.391,345315,0
4/9/1984,21.9,219,21.832,22.036,21.73,396721,0
4/10/1984,21.967,219.67,21.9,22.036,21.9,218392,0
4/11/1984,21.662,216.62,21.9,21.967,21.662,899980,0
4/12/1984,22.238,222.38,21.832,22.373,21.594,382185,0
4/13/1984,22.103,221.03,22.103,22.238,21.832,324573,0
4/16/1984,22.103,221.03,21.967,22.103,21.9,257745,0
4/17/1984,22.103,221.03,22.103,22.238,21.967,223001,0
4/18/1984,21.832,218.32,22.103,22.103,21.832,173367,0
4/19/1984,22.036,220.36,21.967,22.036,21.832,271571,0
4/23/1984,21.594,215.94,22.036,22.036,21.526,311988,0
4/24/1984,21.594,215.94,21.594,21.662,20.985,406648,0
4/25/1984,21.459,214.59,21.526,21.594,21.324,280789,0
4/26/1984,22.172,221.72,21.526,22.238,21.526,529493,0
4/27/1984,22.373,223.73,22.172,22.441,22.036,511412,0
4/30/1984,22.238,222.38,22.373,22.509,22.103,253491,0
5/1/1984,22.577,225.77,22.306,22.577,22.103,528609,0
5/2/1984,22.509,225.09,22.577,22.577,22.373,166630,0
5/3/1984,22.509,225.09,22.509,22.577,22.306,268380,0
5/4/1984,22.172,221.72,22.306,22.509,22.103,218214,0
5/7/1984,22.103,221.03,22.172,22.238,21.9,420652,0
5/8/1984,21.967,219.67,21.967,22.172,21.832,513185,0
5/9/1984,22.103,221.03,22.172,22.238,21.9,635144,0
5/10/1984,22.103,221.03,22.036,22.172,21.9,496168,0
5/11/1984,21.967,219.67,22.036,22.036,21.832,530380,0
5/14/1984,21.9,219,21.967,21.967,21.73,130822,0
5/15/1984,22.103,221.03,21.967,22.172,21.9,551475,0
5/16/1984,21.832,218.32,21.967,22.172,21.832,343010,0
5/17/1984,20.784,207.84,21.662,21.9,20.511,795215,0
5/18/1984,20.985,209.85,20.784,20.985,20.579,526480,0
5/21/1984,20.919,209.19,20.85,20.985,20.784,228851,0
5/22/1984,20.919,209.19,20.784,20.985,20.579,483936,0
5/23/1984,20.85,208.5,20.985,20.985,20.713,288234,0
5/24/1984,20.579,205.79,20.85,20.85,20.308,481100,0
5/25/1984,20.308,203.08,20.241,20.511,20.037,496521,0
5/29/1984,20.173,201.73,20.375,20.375,20.105,288234,0
5/30/1984,20.375,203.75,20.173,20.579,19.903,484291,0
5/31/1984,20.445,204.45,20.375,20.445,20.173,170708,0
6/1/1984,20.919,209.19,20.579,20.985,20.579,375982,0
6/4/1984,20.85,208.5,20.919,21.189,20.85,356127,0
6/5/1984,20.713,207.13,20.85,20.919,20.579,235232,0
6/6/1984,20.784,207.84,20.579,20.784,20.445,198538,0
6/7/1984,20.511,205.11,20.579,20.713,20.445,234877,0
6/8/1984,20.308,203.08,20.445,20.579,20.173,427034,0
6/11/1984,20.173,201.73,20.105,20.308,19.766,313052,0
6/12/1984,20.105,201.05,20.037,20.173,19.969,217506,0
6/13/1984,20.037,200.37,20.241,20.308,19.903,280612,0
6/14/1984,19.766,197.66,20.105,20.105,19.766,344072,0
6/15/1984,19.903,199.03,19.836,20.105,19.836,275117,0
6/18/1984,20.241,202.41,19.969,20.241,19.903,326878,0
6/19/1984,20.647,206.47,20.308,20.647,20.308,638157,0
6/20/1984,21.832,218.32,20.375,21.9,20.375,1010593,0
6/21/1984,21.12,211.2,21.391,21.526,20.985,383249,0
6/22/1984,20.713,207.13,21.12,21.12,20.579,412320,0
6/25/1984,20.919,209.19,20.85,21.052,20.784,363396,0
6/26/1984,21.12,211.2,20.919,21.256,20.85,320320,0
6/27/1984,21.189,211.89,21.12,21.256,21.12,429693,0
6/28/1984,21.324,213.24,21.189,21.324,21.052,261113,0
6/29/1984,21.052,210.52,21.324,21.391,20.985,407003,0
7/2/1984,20.985,209.85,20.919,21.052,20.713,569910,0
7/3/1984,21.324,213.24,20.985,21.391,20.919,387681,0
7/5/1984,21.324,213.24,21.324,21.324,21.12,181343,0
7/6/1984,21.256,212.56,21.189,21.256,21.052,148194,0
7/9/1984,21.459,214.59,21.256,21.459,20.985,204565,0
7/10/1984,21.391,213.91,21.459,21.459,21.12,108663,0
7/11/1984,21.052,210.52,21.256,21.324,20.985,280789,0
7/12/1984,20.445,204.45,20.85,20.985,20.375,336451,0
7/13/1984,20.173,201.73,20.579,20.647,20.037,237714,0
7/16/1984,20.445,204.45,20.173,20.445,19.969,162021,0
7/17/1984,20.511,205.11,20.308,20.579,20.308,562110,0
7/18/1984,20.173,201.73,20.511,20.511,20.037,141636,0
7/19/1984,19.631,196.31,20.105,20.173,19.631,257745,0
7/20/1984,18.717,187.17,19.631,19.699,18.582,861512,0
7/23/1984,18.922,189.22,18.65,18.922,18.446,333970,0
7/24/1984,18.989,189.89,19.056,19.124,18.922,258809,0
7/25/1984,19.495,194.95,18.922,19.495,18.855,518857,0
7/26/1984,19.631,196.31,19.36,19.699,19.294,295857,0
7/27/1984,19.36,193.6,19.699,19.699,19.36,357546,0
7/30/1984,19.495,194.95,19.495,19.699,19.429,313407,0
7/31/1984,18.514,185.14,18.922,18.922,18.244,1256283,0
8/1/1984,19.36,193.6,18.65,19.36,18.514,1157901,0
8/2/1984,19.699,196.99,19.36,19.766,19.294,1585643,0
8/3/1984,20.445,204.45,19.903,20.784,19.836,1106848,0
8/6/1984,20.647,206.47,20.445,20.985,19.429,1018748,0
8/7/1984,20.579,205.79,20.579,20.713,20.308,478440,0
8/8/1984,20.375,203.75,20.445,20.647,20.173,390517,0
8/9/1984,20.784,207.84,20.308,20.85,20.308,498117,0
8/10/1984,21.324,213.24,21.662,21.73,21.12,1143011,0
8/13/1984,21.459,214.59,21.324,21.526,21.189,372790,0
8/14/1984,21.662,216.62,21.594,21.832,21.391,799116,0
8/15/1984,21.052,210.52,21.391,21.391,20.85,1061824,0
8/16/1984,21.324,213.24,20.985,21.391,20.985,457346,0
8/17/1984,21.324,213.24,21.189,21.391,21.189,220342,0
8/20/1984,21.594,215.94,21.256,21.594,21.189,266786,0
8/21/1984,22.103,221.03,21.662,22.103,21.526,778374,0
8/22/1984,21.73,217.3,22.036,22.036,21.73,439265,0
8/23/1984,21.832,218.32,21.662,21.9,21.526,314292,0
8/24/1984,21.662,216.62,21.832,21.832,21.662,267495,0
8/27/1984,21.662,216.62,21.594,21.662,21.459,254553,0
8/28/1984,21.9,219,21.662,21.9,21.526,258809,0
8/29/1984,21.662,216.62,21.9,21.9,21.594,284335,0
8/30/1984,21.594,215.94,21.526,21.594,21.459,1241216,0
8/31/1984,21.052,210.52,21.12,21.12,20.919,1182541,0
9/4/1984,21.052,210.52,20.579,21.052,20.445,595259,0
9/5/1984,20.511,205.11,20.511,20.579,20.308,275117,0
9/6/1984,20.784,207.84,20.511,20.919,20.445,641348,0
9/7/1984,20.375,203.75,20.85,20.919,20.375,320674,0
9/10/1984,20.511,205.11,20.375,20.511,20.173,348328,0
9/11/1984,20.579,205.79,20.511,20.85,20.511,389630,0
9/12/1984,20.647,206.47,20.511,20.713,20.445,151030,0
9/13/1984,20.85,208.5,20.647,20.85,20.445,554487,0
9/14/1984,20.985,209.85,20.985,21.12,20.85,688146,0
9/17/1984,21.459,214.59,20.985,21.594,19.564,441038,0
9/18/1984,21.256,212.56,21.391,21.459,21.12,297984,0
9/19/1984,21.391,213.91,21.189,21.459,21.052,676978,0
9/20/1984,21.256,212.56,21.391,21.391,21.12,513185,0
9/21/1984,20.985,209.85,21.052,21.189,20.85,372967,0
9/24/1984,20.241,202.41,20.85,20.919,20.037,474540,0
9/25/1984,20.445,204.45,20.241,20.511,20.173,448129,0
9/26/1984,20.445,204.45,20.511,20.784,20.308,639398,0
9/27/1984,20.579,205.79,20.511,20.579,20.445,170175,0
9/28/1984,20.647,206.47,20.579,20.713,20.445,217328,0
10/1/1984,20.579,205.79,20.511,20.579,20.037,281499,0
10/2/1984,20.784,207.84,20.511,20.784,20.511,224419,0
10/3/1984,20.579,205.79,20.713,20.713,20.375,157943,0
10/4/1984,20.647,206.47,20.579,20.647,20.511,225660,0
10/5/1984,20.784,207.84,20.647,20.85,20.511,172834,0
10/8/1984,20.985,209.85,20.647,21.052,20.579,102991,0
10/9/1984,20.647,206.47,21.052,21.189,20.647,179571,0
10/10/1984,20.784,207.84,20.647,20.784,20.308,249768,0
10/11/1984,20.308,203.08,20.647,20.784,20.241,442456,0
10/12/1984,20.375,203.75,20.308,20.445,20.241,371550,0
10/15/1984,20.445,204.45,20.375,20.579,20.308,565656,0
10/16/1984,20.173,201.73,20.511,20.511,20.105,259872,0
10/17/1984,20.241,202.41,20.173,20.308,20.105,222469,0
10/18/1984,20.985,209.85,20.308,20.985,20.105,728386,0
10/19/1984,20.85,208.5,21.12,21.324,20.579,924796,0
10/22/1984,20.579,205.79,20.85,20.919,20.511,434123,0
10/23/1984,19.836,198.36,20.375,20.579,19.766,833327,0
10/24/1984,19.836,198.36,19.836,19.969,19.36,938800,0
10/25/1984,19.836,198.36,19.903,19.903,19.631,549171,0
10/26/1984,19.766,197.66,19.699,19.969,19.699,620608,0
10/29/1984,19.495,194.95,19.631,19.699,19.36,506271,0
10/30/1984,19.564,195.64,19.495,19.631,19.36,735831,0
10/31/1984,19.495,194.95,19.495,19.699,19.429,641170,0
11/1/1984,19.495,194.95,19.564,19.699,19.36,864172,0
11/2/1984,19.699,196.99,19.631,19.699,19.495,447241,0
11/5/1984,20.308,203.08,19.699,20.308,19.699,582318,0
11/6/1984,20.579,205.79,20.375,20.579,20.173,645071,0
11/7/1984,20.308,203.08,20.445,20.511,20.173,779616,0
11/8/1984,20.445,204.45,20.308,20.579,20.173,770220,0
11/9/1984,20.308,203.08,20.647,20.647,20.308,426147,0
11/12/1984,20.375,203.75,20.308,20.511,20.241,216796,0
11/13/1984,20.445,204.45,20.375,20.445,20.308,205806,0
11/14/1984,20.511,205.11,20.375,20.647,20.308,375627,0
11/15/1984,20.579,205.79,20.579,20.713,20.445,326170,0
11/16/1984,20.037,200.37,20.105,20.579,20.037,394771,0
11/19/1984,19.969,199.69,20.105,20.105,19.766,382896,0
11/20/1984,20.308,203.08,20.037,20.308,19.903,330601,0
11/21/1984,20.445,204.45,20.308,20.445,20.173,297984,0
11/23/1984,20.784,207.84,20.511,20.784,20.511,291781,0
11/26/1984,20.579,205.79,20.713,20.85,20.579,341946,0
11/27/1984,21.189,211.89,20.647,21.189,20.579,872326,0
11/28/1984,20.784,207.84,21.12,21.12,20.713,855662,0
11/29/1984,20.511,205.11,20.511,20.647,20.308,312343,0
11/30/1984,20.445,204.45,20.445,20.445,20.173,1317085,0
12/3/1984,20.037,200.37,19.903,20.105,19.766,666697,0
12/4/1984,19.969,199.69,19.969,20.173,19.903,335033,0
12/5/1984,19.836,198.36,19.836,19.969,19.631,231864,0
12/6/1984,19.969,199.69,19.699,20.173,19.699,342833,0
12/7/1984,19.836,198.36,19.836,19.969,19.766,308621,0
12/10/1984,20.037,200.37,19.836,20.105,19.836,402749,0
12/11/1984,20.445,204.45,20.037,20.511,19.903,552360,0
12/12/1984,21.189,211.89,20.445,21.189,20.445,633194,0
12/13/1984,20.919,209.19,21.324,22.172,20.919,1370620,0
12/14/1984,21.256,212.56,20.985,21.459,20.985,867361,0
12/17/1984,21.12,211.2,21.256,21.324,20.919,716687,0
12/18/1984,21.391,213.91,21.256,21.594,20.85,940396,0
12/19/1984,20.985,209.85,21.391,21.662,20.85,689742,0
12/20/1984,21.052,210.52,20.85,21.052,20.647,406825,0
12/21/1984,20.784,207.84,21.052,21.052,20.647,411612,0
12/24/1984,20.919,209.19,20.85,20.985,20.784,178153,0
12/26/1984,21.12,211.2,20.919,21.12,20.919,169999,0
12/27/1984,20.985,209.85,20.985,21.189,20.919,311988,0
12/28/1984,20.919,209.19,20.919,20.919,20.784,354354,0
12/31/1984,20.784,207.84,20.784,20.919,20.713,488722,0
1/2/1985,20.784,207.84,20.85,20.85,20.647,505740,0
1/3/1985,20.713,207.13,20.713,20.985,20.579,522757,0
1/4/1985,20.713,207.13,20.713,20.784,20.579,259162,0
1/7/1985,20.713,207.13,20.85,20.919,20.647,433770,0
1/8/1985,20.445,204.45,20.579,20.713,20.445,433237,0
1/9/1985,20.647,206.47,20.445,20.784,20.445,468690,0
1/10/1985,21.256,212.56,20.647,21.256,20.579,623800,0
1/11/1985,21.459,214.59,21.12,21.526,20.919,457346,0
1/14/1985,22.036,220.36,21.459,22.103,21.459,1009352,0
1/15/1985,21.832,218.32,22.036,22.103,21.765,728209,0
1/16/1985,22.172,221.72,21.9,22.306,21.832,713850,0
1/17/1985,21.967,219.67,22.306,22.373,21.967,1299891,0
1/18/1985,22.036,220.36,22.036,22.103,21.9,499713,0
1/21/1985,22.915,229.15,22.103,23.05,22.036,1864838,0
1/22/1985,23.591,235.91,23.05,23.794,22.983,2983385,0
1/23/1985,23.794,237.94,23.591,23.862,23.322,1781523,0
1/24/1985,23.659,236.59,23.862,24.133,23.524,1173146,0
1/25/1985,23.659,236.59,23.591,23.862,23.524,654288,0
1/28/1985,23.591,235.91,23.728,23.862,23.455,560161,0
1/29/1985,23.93,239.3,23.591,23.93,23.388,443874,0
1/30/1985,23.253,232.53,23.862,23.862,22.779,348682,0
1/31/1985,23.794,237.94,23.05,23.862,22.983,1439399,0
2/1/1985,23.524,235.24,23.524,23.794,23.388,667939,0
2/4/1985,23.591,235.91,23.118,23.591,23.05,809573,0
2/5/1985,24.368,243.68,23.728,24.64,23.728,1391006,0
2/6/1985,24.439,244.39,24.439,24.64,24.439,644539,0
2/7/1985,24.505,245.05,24.439,24.709,24.439,591005,0
2/8/1985,24.201,242.01,24.505,24.505,24.201,474895,0
2/11/1985,24.133,241.33,24.303,24.439,23.794,545624,0
2/12/1985,23.998,239.98,23.862,24.133,23.794,1273479,0
2/13/1985,24.64,246.4,23.93,24.98,23.794,930823,0
2/14/1985,24.844,248.44,24.709,25.385,24.709,1231289,0
2/15/1985,24.98,249.8,24.844,25.183,24.776,407535,0
2/19/1985,24.98,249.8,24.844,25.114,24.776,383249,0
2/20/1985,24.98,249.8,24.911,25.183,24.844,421539,0
2/21/1985,24.709,247.09,24.709,24.911,24.575,343187,0
2/22/1985,24.844,248.44,24.64,24.98,24.575,1498074,0
2/25/1985,24.439,244.39,24.368,24.505,24.234,1059695,0
2/26/1985,24.575,245.75,24.303,24.776,24.133,932951,0
2/27/1985,24.776,247.76,24.575,25.114,24.575,585155,0
2/28/1985,24.911,249.11,24.64,25.047,24.64,362863,0
3/1/1985,25.183,251.83,25.114,25.317,24.911,700200,0
3/4/1985,24.98,249.8,25.251,25.251,24.844,387858,0
3/5/1985,24.98,249.8,24.98,25.114,24.776,308797,0
3/6/1985,24.709,247.09,24.98,25.047,24.64,456637,0
3/7/1985,24.505,245.05,24.64,24.776,24.368,383958,0
3/8/1985,24.505,245.05,24.505,24.575,24.368,397076,0
3/11/1985,24.303,243.03,24.368,24.505,24.234,360027,0
3/12/1985,24.066,240.66,24.303,24.303,23.794,844849,0
3/13/1985,23.591,235.91,23.794,23.862,23.591,800888,0
3/14/1985,23.524,235.24,23.455,23.659,23.322,361624,0
3/15/1985,23.455,234.55,23.388,23.659,23.388,454510,0
3/18/1985,23.322,233.22,23.524,23.728,23.253,616176,0
3/19/1985,23.998,239.98,23.322,23.998,23.118,626990,0
3/20/1985,23.659,236.59,23.862,23.93,23.455,548993,0
3/21/1985,23.794,237.94,23.524,23.794,23.388,374562,0
3/22/1985,23.591,235.91,23.728,23.794,23.524,329183,0
3/25/1985,23.455,234.55,23.591,23.659,23.388,416575,0
3/26/1985,23.659,236.59,23.455,23.728,23.388,388212,0
3/27/1985,23.659,236.59,23.728,23.862,23.591,355597,0
3/28/1985,23.591,235.91,23.728,23.794,23.524,249235,0
3/29/1985,23.794,237.94,23.591,23.794,23.524,358077,0
4/1/1985,24.368,243.68,23.794,24.368,23.728,403458,0
4/2/1985,24.368,243.68,24.368,24.575,24.303,320320,0
4/3/1985,23.659,236.59,24.505,24.505,23.455,1348816,0
4/4/1985,23.455,234.55,23.591,24.439,23.253,541191,0
4/8/1985,23.322,233.22,23.322,23.591,23.118,231686,0
4/9/1985,23.591,235.91,23.322,23.591,23.186,243209,0
4/10/1985,23.998,239.98,23.862,24.368,23.862,453446,0
4/11/1985,24.709,247.09,24.303,24.98,24.303,603059,0
4/12/1985,24.709,247.09,24.844,24.911,24.64,399203,0
4/15/1985,24.98,249.8,24.844,25.183,24.709,447952,0
4/16/1985,25.183,251.83,24.911,25.453,24.911,815956,0
4/17/1985,25.657,256.57,25.251,25.724,25.114,602704,0
4/18/1985,25.59,255.9,25.927,25.993,25.521,677687,0
4/19/1985,25.114,251.14,25.385,25.453,25.114,301353,0
4/22/1985,25.521,255.21,25.114,25.521,24.844,540661,0
4/23/1985,25.858,258.58,25.521,25.993,25.521,482518,0
4/24/1985,25.724,257.24,25.927,25.993,25.521,757457,0
4/25/1985,25.993,259.93,25.59,26.064,25.521,559807,0
4/26/1985,25.657,256.57,25.993,25.993,25.657,326702,0
4/29/1985,25.114,251.14,25.521,25.521,24.98,550588,0
4/30/1985,24.98,249.8,24.98,25.183,24.64,774297,0
5/1/1985,24.776,247.76,25.114,25.183,24.776,510703,0
5/2/1985,24.98,249.8,24.709,24.98,24.64,575051,0
5/3/1985,25.183,251.83,24.911,25.251,24.844,458587,0
5/6/1985,25.251,252.51,25.183,25.453,25.047,390871,0
5/7/1985,25.317,253.17,25.251,25.453,25.114,222824,0
5/8/1985,24.911,249.11,25.251,25.317,24.844,289652,0
5/9/1985,25.453,254.53,24.98,25.453,24.911,365344,0
5/10/1985,26.841,268.41,26.13,26.841,25.927,1260716,0
5/13/1985,26.468,264.68,26.773,26.841,26.401,474187,0
5/14/1985,26.605,266.05,27.045,27.18,26.605,484468,0
5/15/1985,26.535,265.35,26.605,26.841,26.401,554842,0
5/16/1985,26.773,267.73,26.605,26.841,26.535,391049,0
5/17/1985,27.314,273.14,26.909,27.518,26.841,954400,0
5/20/1985,27.518,275.18,27.518,27.72,27.383,561045,0
5/21/1985,27.449,274.49,27.449,27.585,27.314,419056,0
5/22/1985,27.18,271.8,27.383,27.383,26.841,598982,0
5/23/1985,26.977,269.77,27.045,27.314,26.909,492091,0
5/24/1985,27.18,271.8,26.977,27.18,26.909,212009,0
5/28/1985,27.112,271.12,27.18,27.314,26.841,262709,0
5/29/1985,27.045,270.45,26.977,27.18,26.841,401507,0
5/30/1985,26.977,269.77,27.112,27.18,26.841,278131,0
5/31/1985,27.449,274.49,26.909,27.449,26.773,3515184,0
6/3/1985,27.383,273.83,27.383,27.654,27.045,852827,0
6/4/1985,27.789,277.89,27.585,27.925,27.449,540307,0
6/5/1985,27.518,275.18,27.789,27.925,27.449,646489,0
6/6/1985,27.314,273.14,27.383,27.518,27.112,567250,0
6/7/1985,27.045,270.45,27.112,27.383,26.909,264303,0
6/10/1985,27.314,273.14,26.909,27.314,26.841,349392,0
6/11/1985,27.246,272.46,27.18,27.449,27.112,447065,0
6/12/1985,27.045,270.45,27.18,27.314,26.977,555552,0
6/13/1985,27.112,271.12,26.977,27.654,26.909,899093,0
6/14/1985,26.841,268.41,27.112,27.18,26.773,456282,0
6/17/1985,26.671,266.71,27.045,27.045,26.468,665810,0
6/18/1985,27.112,271.12,26.671,27.18,26.671,602172,0
6/19/1985,27.449,274.49,27.449,27.72,27.314,715444,0
6/20/1985,27.585,275.85,27.449,27.654,27.246,667584,0
6/21/1985,27.654,276.54,27.585,27.654,27.383,451673,0
6/24/1985,28.195,281.95,27.585,28.195,27.518,808863,0
6/25/1985,28.398,283.98,28.33,28.601,28.262,872858,0
6/26/1985,28.534,285.34,28.466,28.803,28.33,436606,0
6/27/1985,29.009,290.09,28.94,29.075,28.601,667229,0
6/28/1985,28.872,288.72,29.075,29.144,28.803,371905,0
7/1/1985,29.718,297.18,28.872,29.786,28.803,720054,0
7/2/1985,29.786,297.86,29.65,29.853,29.584,880303,0
7/3/1985,29.786,297.86,29.786,29.99,29.718,478795,0
7/5/1985,30.191,301.91,29.922,30.327,29.786,633017,0
7/8/1985,29.922,299.22,29.99,30.056,29.718,432352,0
7/9/1985,29.312,293.12,29.786,29.786,29.144,504323,0
7/10/1985,29.65,296.5,29.312,29.65,29.144,606957,0
7/11/1985,29.718,297.18,29.514,29.853,29.312,530912,0
7/12/1985,30.056,300.56,29.65,30.327,29.65,888279,0
7/15/1985,30.124,301.24,29.99,30.26,29.922,489963,0
