Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,Close
1999-05-04,-11.10671407170646,6.984355772513771,6.40087395624853,20.159553985982257,26.291322293731092,18.956460555153345,19.055668489265038,19.07626417952618,-3.6917502990142106,0.419909741252508,17.966627426833025,1.3326878959030264,13.698511296339895,39.34638976286151,62.659
1999-05-05,-9.833952940934937,4.9850882657909175,2.125867591638713,4.345777493969884,13.275933401751601,8.649721347865384,9.161839163046665,11.355667858941462,-4.846714519110709,2.058535412584396,0.61546574562243,0.017687982510152873,-1.1025023514015646,-6.176808667005748,61.547
1999-05-06,-9.376452040109989,4.501221586602267,3.0899710684355743,1.4074839890069686,12.519933500215892,4.72354130808556,7.171514007620931,9.938619013511927,-9.298680209258583,-2.0620537941161756,0.7671159820470684,3.826809519909635,1.1167448540042373,-6.82518159751283,60.488
1999-05-07,-7.754516707720108,-0.42352455141680684,7.4818995901254395,-2.679313288006847,9.63371979580859,5.418271317070901,7.344202078562653,11.194671489098942,-9.998452647208438,0.044182203955816006,0.7614246045598481,0.3941677409867987,0.9364626813657687,-6.814379593694497,65.998
1999-05-10,-8.344718539671378,1.6307782939918116,3.969892870748207,1.7916915980495447,11.608497500764567,4.208079574012168,8.076969067769145,10.028566596398626,-7.936767390393268,-1.277354221129489,2.658015055086296,-0.053774613490910235,0.1640816133499586,-5.867005794717459,62.941
1999-05-11,-8.252423959088869,1.504832031422419,4.375564732460469,0.5157852245839892,11.035006164485363,4.149800083800936,7.835987414848028,10.021497152458728,-7.982999125778675,-1.137974645481806,1.9551147335998202,0.05105770718774441,0.42958044666261713,-6.491844958672714,62.888000000000005
1999-05-12,-7.7584723251390715,0.06958134322033903,5.805711989921219,-1.0426131374241872,10.02412195274873,4.127853621900244,7.6508909059273895,10.198124921911683,-8.402238854640537,0.056204491892571,1.4910176030334932,0.09431995316867274,0.6098965799407648,-6.481925845932467,65.441
1999-05-13,-7.7039938437843904,0.12337143205875255,4.935152466771918,0.3107740806504097,10.493201606688448,4.0761609469625615,7.691635863461564,9.707694131115078,-7.694321637928027,-0.019799492357099883,2.011564356068703,-0.019394500571223258,0.4445986661923435,-5.852604310674196,65.166
1999-05-14,-8.18384078594144,1.6941491753489455,3.032347276555857,2.0183991193445605,10.981001208644889,3.7941204759598515,7.681527101018255,9.06142144754922,-6.936603063136779,-1.901555253429017,2.429345576957716,-0.07663097481026136,0.2787849547817468,-6.09951384258162,62.497
1999-05-17,-8.281825158021304,2.382291210548665,3.3384496846216924,1.5597694948433096,9.599292614298475,3.6321131835047114,7.7235830659534095,9.32516019298764,-7.723032908554876,-1.2828073196546588,1.950625584626136,-0.09177060095515578,0.24002291606624038,-5.8143110343280755,61.098
