Date,Open,High,Low,Price,Vol.,Change %
14-Sep-16,"8,710.65","8,739.85","8,688.90","8,726.60",189.98M,0.13%
12-Sep-16,"8,732.95","8,746.95","8,699.40","8,715.60",190.20M,-1.70%
9-Sep-16,"8,934.30","8,939.15","8,858.70","8,866.70",181.34M,-0.96%
8-Sep-16,"8,915.50","8,960.35","8,896.00","8,952.50",223.94M,0.39%
7-Sep-16,"8,968.70","8,968.70","8,913.35","8,917.95",299.15M,-0.28%
6-Sep-16,"8,852.70","8,950.85","8,848.45","8,943.00",201.62M,1.51%
2-Sep-16,"8,796.35","8,824.10","8,768.20","8,809.65",197.38M,0.40%
1-Sep-16,"8,793.60","8,813.25","8,759.95","8,774.65",246.34M,-0.13%
31-Aug-16,"8,754.05","8,819.20","8,754.05","8,786.20",373.42M,0.48%
30-Aug-16,"8,646.75","8,750.60","8,642.25","8,744.35",154.83M,1.59%
29-Aug-16,"8,583.75","8,622.00","8,543.75","8,607.45",133.72M,0.41%
26-Aug-16,"8,614.35","8,622.95","8,547.55","8,572.55",152.15M,-0.23%
25-Aug-16,"8,668.85","8,683.05","8,583.65","8,592.20",219.74M,-0.67%
24-Aug-16,"8,648.50","8,661.05","8,620.90","8,650.30",154.17M,0.21%
23-Aug-16,"8,628.35","8,642.15","8,580.00","8,632.60",193.30M,0.04%
22-Aug-16,"8,667.00","8,684.85","8,614.00","8,629.15",156.98M,-0.44%
19-Aug-16,"8,694.30","8,696.60","8,647.10","8,666.90",197.77M,-0.07%
18-Aug-16,"8,648.85","8,690.70","8,645.05","8,673.25",169.43M,0.57%
17-Aug-16,"8,639.80","8,667.10","8,603.60","8,624.05",179.54M,-0.21%
16-Aug-16,"8,670.25","8,682.35","8,600.45","8,642.55",231.77M,-0.34%
12-Aug-16,"8,605.45","8,684.30","8,604.45","8,672.15",272.01M,0.93%
11-Aug-16,"8,572.80","8,601.15","8,540.05","8,592.15",195.12M,0.20%
10-Aug-16,"8,686.70","8,690.10","8,564.60","8,575.30",178.96M,-1.19%
9-Aug-16,"8,727.80","8,728.35","8,638.20","8,678.25",206.26M,-0.38%
8-Aug-16,"8,712.85","8,723.50","8,697.60","8,711.35",177.88M,0.32%
5-Aug-16,"8,600.20","8,689.40","8,590.15","8,683.15",162.78M,1.54%
4-Aug-16,"8,599.95","8,601.40","8,518.15","8,551.10",169.78M,0.07%
3-Aug-16,"8,635.20","8,635.45","8,529.60","8,544.85",168.03M,-0.91%
2-Aug-16,"8,647.45","8,687.20","8,611.40","8,622.90",174.56M,-0.16%
1-Aug-16,"8,654.30","8,711.30","8,590.50","8,636.55",194.19M,-0.02%
29-Jul-16,"8,668.30","8,670.35","8,631.15","8,638.50",161.94M,-0.32%
28-Jul-16,"8,636.95","8,674.70","8,625.25","8,666.30",240.72M,0.59%
27-Jul-16,"8,599.40","8,665.00","8,572.05","8,615.80",189.80M,0.29%
26-Jul-16,"8,633.75","8,644.90","8,577.15","8,590.65",159.56M,-0.52%
25-Jul-16,"8,519.95","8,641.15","8,517.20","8,635.65",154.63M,1.11%
22-Jul-16,"8,519.65","8,548.95","8,489.80","8,541.20",147.62M,0.37%
21-Jul-16,"8,582.70","8,585.25","8,503.45","8,510.10",154.58M,-0.65%
20-Jul-16,"8,515.45","8,569.90","8,512.55","8,565.85",165.35M,0.44%
19-Jul-16,"8,514.30","8,540.05","8,476.70","8,528.55",173.05M,0.23%
18-Jul-16,"8,564.05","8,587.10","8,494.35","8,508.70",169.40M,-0.38%
15-Jul-16,"8,565.45","8,594.80","8,510.05","8,541.40",228.60M,-0.28%
14-Jul-16,"8,515.75","8,571.40","8,500.70","8,565.00",158.74M,0.53%
13-Jul-16,"8,540.45","8,550.25","8,493.55","8,519.50",201.49M,-0.02%
12-Jul-16,"8,502.60","8,526.60","8,479.20","8,521.05",189.34M,0.63%
11-Jul-16,"8,413.35","8,475.25","8,407.05","8,467.90",154.40M,1.74%
8-Jul-16,"8,350.00","8,353.30","8,287.55","8,323.20",142.16M,-0.18%
7-Jul-16,"8,342.00","8,361.95","8,317.70","8,337.90",160.33M,0.02%
5-Jul-16,"8,379.30","8,381.45","8,319.95","8,335.95",143.25M,-0.42%
4-Jul-16,"8,376.75","8,398.45","8,364.70","8,370.70",158.96M,0.51%
1-Jul-16,"8,313.05","8,356.75","8,308.65","8,328.35",170.58M,0.49%
30-Jun-16,"8,260.25","8,308.15","8,242.10","8,287.75",288.03M,1.02%
29-Jun-16,"8,173.10","8,212.40","8,157.65","8,204.00",151.50M,0.94%
28-Jun-16,"8,096.05","8,146.35","8,086.85","8,127.85",175.72M,0.41%
27-Jun-16,"8,039.35","8,120.65","8,039.35","8,094.70",167.46M,0.08%
24-Jun-16,"8,029.10","8,100.70","7,927.05","8,088.60",306.80M,-2.20%
23-Jun-16,"8,201.15","8,285.60","8,188.30","8,270.45",158.85M,0.81%
22-Jun-16,"8,213.65","8,238.35","8,153.25","8,203.70",140.27M,-0.20%
21-Jun-16,"8,255.40","8,257.25","8,202.15","8,219.90",141.16M,-0.23%
20-Jun-16,"8,115.75","8,244.15","8,107.35","8,238.50",173.75M,0.84%
17-Jun-16,"8,176.65","8,195.25","8,135.80","8,170.20",171.84M,0.36%
16-Jun-16,"8,180.65","8,180.65","8,074.45","8,140.75",195.03M,-0.80%
15-Jun-16,"8,139.40","8,213.20","8,123.15","8,206.60",174.95M,1.21%
14-Jun-16,"8,134.40","8,134.95","8,069.50","8,108.85",150.04M,-0.02%
13-Jun-16,"8,102.25","8,125.25","8,063.90","8,110.60",174.92M,-0.73%
10-Jun-16,"8,180.25","8,265.60","8,162.85","8,170.05",187.76M,-0.41%
9-Jun-16,"8,273.35","8,273.35","8,184.60","8,203.60",180.29M,-0.84%
8-Jun-16,"8,285.50","8,288.90","8,252.05","8,273.05",179.71M,0.08%
7-Jun-16,"8,235.55","8,294.95","8,216.40","8,266.45",249.37M,0.80%
6-Jun-16,"8,228.75","8,234.70","8,186.05","8,201.05",176.88M,-0.24%
3-Jun-16,"8,246.20","8,262.00","8,209.85","8,220.80",390.65M,0.02%
2-Jun-16,"8,156.90","8,229.50","8,154.75","8,218.95",187.32M,0.48%
1-Jun-16,"8,179.20","8,215.35","8,171.05","8,179.95",200.37M,0.24%
31-May-16,"8,209.85","8,213.60","8,134.30","8,160.10",485.65M,-0.22%
30-May-16,"8,166.50","8,200.00","8,150.80","8,178.50",255.09M,0.27%
27-May-16,"8,081.95","8,164.20","8,077.05","8,156.65",268.96M,1.08%
26-May-16,"7,974.45","8,083.00","7,948.50","8,069.65",272.46M,1.70%
25-May-16,"7,811.80","7,941.20","7,809.30","7,934.90",181.64M,2.40%
24-May-16,"7,738.05","7,761.55","7,715.80","7,748.85",151.54M,0.23%
23-May-16,"7,813.95","7,820.60","7,722.20","7,731.05",177.35M,-0.24%
20-May-16,"7,792.20","7,812.40","7,735.75","7,749.70",161.89M,-0.43%
19-May-16,"7,875.50","7,876.20","7,766.80","7,783.40",175.71M,-1.10%
18-May-16,"7,846.75","7,882.05","7,810.75","7,870.15",161.17M,-0.26%
17-May-16,"7,896.85","7,940.10","7,879.70","7,890.75",189.14M,0.38%
16-May-16,"7,831.20","7,873.90","7,772.15","7,860.75",211.55M,0.59%
13-May-16,"7,881.00","7,881.00","7,784.20","7,814.90",185.06M,-1.08%
12-May-16,"7,871.45","7,916.05","7,849.65","7,900.40",157.44M,0.66%
11-May-16,"7,804.65","7,893.10","7,780.90","7,848.85",220.71M,-0.49%
10-May-16,"7,873.55","7,896.90","7,837.70","7,887.80",166.96M,0.28%
9-May-16,"7,755.25","7,873.65","7,753.55","7,866.05",165.62M,1.71%
6-May-16,"7,717.65","7,738.90","7,678.35","7,733.45",168.66M,-0.03%
5-May-16,"7,731.00","7,777.55","7,706.85","7,735.50",190.79M,0.38%
4-May-16,"7,724.15","7,749.00","7,697.25","7,706.55",205.94M,-0.52%
3-May-16,"7,824.80","7,890.25","7,735.15","7,747.00",192.27M,-0.75%
2-May-16,"7,822.70","7,829.80","7,777.30","7,805.90",150.82M,-0.56%
29-Apr-16,"7,844.25","7,889.05","7,788.70","7,849.80",251.23M,0.03%
28-Apr-16,"7,967.40","7,992.00","7,834.45","7,847.25",301.48M,-1.66%
27-Apr-16,"7,942.00","7,991.00","7,940.55","7,979.90",213.17M,0.22%
26-Apr-16,"7,828.15","7,974.50","7,822.55","7,962.65",208.66M,1.37%
25-Apr-16,"7,894.80","7,911.00","7,827.00","7,855.05",150.78M,-0.56%
22-Apr-16,"7,891.80","7,923.35","7,873.35","7,899.30",188.99M,-0.16%
21-Apr-16,"7,953.65","7,978.45","7,884.10","7,912.05",230.58M,-0.03%
20-Apr-16,"7,950.05","7,950.40","7,877.55","7,914.75",211.63M,0.00%
18-Apr-16,"7,908.15","7,920.60","7,842.75","7,914.70",190.26M,0.82%
13-Apr-16,"7,777.15","7,864.80","7,772.20","7,850.45",227.22M,1.84%
12-Apr-16,"7,669.25","7,717.40","7,663.35","7,708.95",168.51M,0.49%
11-Apr-16,"7,577.80","7,678.80","7,516.85","7,671.40",185.35M,1.54%
8-Apr-16,"7,542.35","7,569.35","7,526.70","7,555.20",147.82M,0.12%
7-Apr-16,"7,630.40","7,630.75","7,535.85","7,546.45",241.68M,-0.89%
6-Apr-16,"7,636.05","7,638.65","7,591.75","7,614.35",170.65M,0.15%
5-Apr-16,"7,736.30","7,736.30","7,588.65","7,603.20",210.13M,-2.01%
4-Apr-16,"7,733.15","7,764.45","7,704.40","7,758.80",160.28M,0.59%
1-Apr-16,"7,718.05","7,740.15","7,666.10","7,713.05",189.57M,-0.33%
31-Mar-16,"7,727.65","7,777.60","7,702.00","7,738.40",391.91M,0.04%
30-Mar-16,"7,651.10","7,741.95","7,643.45","7,735.20",239.84M,1.82%
29-Mar-16,"7,606.55","7,652.90","7,582.25","7,597.00",223.49M,-0.24%
28-Mar-16,"7,741.00","7,749.40","7,587.70","7,615.10",249.90M,-1.31%
23-Mar-16,"7,717.45","7,726.85","7,670.60","7,716.50",205.80M,0.02%
22-Mar-16,"7,695.55","7,728.20","7,643.80","7,714.90",215.36M,0.14%
21-Mar-16,"7,619.20","7,713.55","7,617.70","7,704.25",202.85M,1.31%
18-Mar-16,"7,534.65","7,613.60","7,517.90","7,604.35",244.73M,1.22%
17-Mar-16,"7,557.40","7,585.30","7,479.40","7,512.55",247.04M,0.18%
16-Mar-16,"7,457.05","7,508.00","7,405.15","7,498.75",201.43M,0.51%
15-Mar-16,"7,535.85","7,545.20","7,452.80","7,460.60",199.65M,-1.04%
14-Mar-16,"7,542.60","7,583.70","7,515.05","7,538.75",172.07M,0.38%
11-Mar-16,"7,484.85","7,543.95","7,460.60","7,510.20",204.81M,0.32%
10-Mar-16,"7,545.35","7,547.10","7,447.40","7,486.15",231.58M,-0.61%
9-Mar-16,"7,436.10","7,539.00","7,424.30","7,531.80",252.71M,0.62%
8-Mar-16,"7,486.40","7,527.15","7,442.15","7,485.30",264.94M,0.00%
4-Mar-16,"7,505.40","7,505.90","7,444.10","7,485.35",290.44M,0.13%
3-Mar-16,"7,429.55","7,483.95","7,406.05","7,475.60",287.25M,1.45%
2-Mar-16,"7,321.70","7,380.35","7,308.15","7,368.85",348.97M,2.03%
1-Mar-16,"7,038.25","7,235.50","7,035.10","7,222.30",283.56M,3.37%
29-Feb-16,"7,050.45","7,094.60","6,825.80","6,987.05",487.97M,-0.61%
26-Feb-16,"7,039.30","7,052.90","6,985.10","7,029.75",213.14M,0.85%
25-Feb-16,"7,029.85","7,034.20","6,961.40","6,970.60",291.93M,-0.69%
24-Feb-16,"7,075.00","7,090.80","7,009.75","7,018.70",205.90M,-1.28%
23-Feb-16,"7,240.30","7,241.70","7,090.70","7,109.55",200.40M,-1.73%
22-Feb-16,"7,208.85","7,252.40","7,200.70","7,234.55",159.16M,0.33%
19-Feb-16,"7,170.55","7,226.85","7,145.95","7,210.75",198.21M,0.26%
18-Feb-16,"7,177.40","7,215.10","7,127.85","7,191.75",254.33M,1.17%
17-Feb-16,"7,058.85","7,123.70","6,960.65","7,108.45",268.02M,0.85%
16-Feb-16,"7,201.25","7,204.65","7,037.70","7,048.25",261.61M,-1.60%
15-Feb-16,"7,057.35","7,182.80","7,056.80","7,162.95",365.22M,2.61%
12-Feb-16,"7,023.65","7,034.80","6,869.00","6,980.95",344.21M,0.07%
11-Feb-16,"7,203.60","7,208.65","6,959.95","6,976.35",301.30M,-3.32%
10-Feb-16,"7,264.30","7,271.85","7,177.75","7,215.70",254.48M,-1.13%
9-Feb-16,"7,303.95","7,323.45","7,275.15","7,298.20",218.73M,-1.21%
8-Feb-16,"7,489.70","7,512.55","7,363.20","7,387.25",176.76M,-1.36%
5-Feb-16,"7,418.25","7,503.15","7,406.65","7,489.10",257.52M,1.15%
4-Feb-16,"7,411.45","7,457.05","7,365.95","7,404.00",229.56M,0.57%
3-Feb-16,"7,392.45","7,419.40","7,350.30","7,361.80",197.86M,-1.26%
2-Feb-16,"7,566.65","7,576.30","7,428.05","7,455.55",237.34M,-1.33%
1-Feb-16,"7,589.50","7,600.45","7,541.25","7,555.95",206.64M,-0.10%
29-Jan-16,"7,413.35","7,575.65","7,402.80","7,563.55",307.93M,1.87%
28-Jan-16,"7,426.50","7,468.85","7,409.60","7,424.65",283.04M,-0.18%
27-Jan-16,"7,469.60","7,477.90","7,419.70","7,437.75",193.39M,0.02%
25-Jan-16,"7,468.75","7,487.15","7,421.20","7,436.15",168.20M,0.18%
22-Jan-16,"7,355.70","7,433.40","7,327.60","7,422.45",236.28M,2.00%
21-Jan-16,"7,376.65","7,398.70","7,250.00","7,276.80",248.11M,-0.44%
20-Jan-16,"7,357.00","7,470.90","7,241.50","7,309.30",232.61M,-1.69%
19-Jan-16,"7,381.80","7,462.75","7,364.15","7,435.10",194.07M,1.14%
18-Jan-16,"7,420.35","7,463.65","7,336.40","7,351.00",240.80M,-1.17%
15-Jan-16,"7,561.65","7,566.50","7,427.30","7,437.80",203.64M,-1.31%
14-Jan-16,"7,467.40","7,604.80","7,443.80","7,536.80",206.99M,-0.34%
13-Jan-16,"7,557.90","7,590.95","7,425.80","7,562.40",221.91M,0.69%
12-Jan-16,"7,587.20","7,588.30","7,487.80","7,510.30",168.98M,-0.71%
11-Jan-16,"7,527.45","7,605.10","7,494.35","7,563.85",194.84M,-0.49%
8-Jan-16,"7,611.65","7,634.10","7,581.05","7,601.35",162.35M,0.44%
7-Jan-16,"7,673.35","7,674.95","7,556.60","7,568.30",194.73M,-2.23%
6-Jan-16,"7,788.05","7,800.95","7,721.20","7,741.00",151.72M,-0.56%
5-Jan-16,"7,828.40","7,831.20","7,763.25","7,784.65",149.67M,-0.09%
4-Jan-16,"7,924.55","7,937.55","7,781.10","7,791.30",138.86M,-2.16%
1-Jan-16,"7,938.45","7,972.55","7,909.80","7,963.20",64.84M,0.21%
31-Dec-15,"7,897.80","7,955.55","7,891.15","7,946.35",155.64M,0.63%
30-Dec-15,"7,938.60","7,944.75","7,889.85","7,896.25",110.15M,-0.41%
29-Dec-15,"7,929.20","7,942.15","7,902.75","7,928.95",116.54M,0.05%
28-Dec-15,"7,863.20","7,937.20","7,863.00","7,925.15",126.74M,0.82%
24-Dec-15,"7,888.75","7,888.75","7,835.50","7,861.05",96.37M,-0.06%
23-Dec-15,"7,830.45","7,871.45","7,826.10","7,865.95",121.48M,1.03%
22-Dec-15,"7,829.40","7,846.30","7,776.85","7,786.10",129.63M,-0.62%
21-Dec-15,"7,745.65","7,840.75","7,733.45","7,834.45",130.17M,0.93%
18-Dec-15,"7,828.90","7,836.15","7,753.35","7,761.95",197.32M,-1.05%
17-Dec-15,"7,783.05","7,852.90","7,737.55","7,844.35",181.26M,1.21%
16-Dec-15,"7,725.25","7,776.60","7,715.75","7,750.90",159.15M,0.65%
15-Dec-15,"7,659.15","7,705.00","7,625.10","7,700.90",138.48M,0.66%
14-Dec-15,"7,558.20","7,663.95","7,551.05","7,650.05",153.49M,0.52%
11-Dec-15,"7,699.60","7,703.05","7,575.30","7,610.45",173.00M,-0.95%
10-Dec-15,"7,643.30","7,691.95","7,610.00","7,683.30",145.25M,0.93%
9-Dec-15,"7,695.50","7,702.85","7,606.90","7,612.50",144.32M,-1.16%
8-Dec-15,"7,738.50","7,771.25","7,685.45","7,701.70",139.32M,-0.82%
7-Dec-15,"7,816.55","7,825.40","7,746.05","7,765.40",141.89M,-0.21%
4-Dec-15,"7,817.60","7,821.40","7,775.70","7,781.90",157.23M,-1.05%
3-Dec-15,"7,902.30","7,912.30","7,853.30","7,864.15",129.63M,-0.85%
2-Dec-15,"7,976.70","7,979.30","7,910.80","7,931.35",130.21M,-0.30%
1-Dec-15,"7,958.15","7,972.15","7,934.15","7,954.90",142.94M,0.25%
30-Nov-15,"7,936.25","7,966.00","7,922.80","7,935.25",223.04M,-0.09%
27-Nov-15,"7,910.60","7,959.30","7,879.45","7,942.70",154.86M,0.75%
26-Nov-15,"7,837.15","7,897.10","7,832.00","7,883.80",226.63M,0.67%
24-Nov-15,"7,837.00","7,870.35","7,812.65","7,831.60",134.56M,-0.22%
23-Nov-15,"7,869.50","7,877.50","7,825.20","7,849.25",130.87M,-0.09%
20-Nov-15,"7,841.90","7,906.95","7,817.80","7,856.55",156.61M,0.18%
19-Nov-15,"7,788.50","7,854.90","7,765.45","7,842.75",136.70M,1.43%
18-Nov-15,"7,823.15","7,843.40","7,725.05","7,731.80",148.04M,-1.35%
17-Nov-15,"7,848.75","7,860.45","7,793.00","7,837.55",149.45M,0.40%
16-Nov-15,"7,732.95","7,838.85","7,714.15","7,806.60",154.14M,0.57%
13-Nov-15,"7,762.45","7,775.10","7,730.90","7,762.25",165.88M,-0.80%
11-Nov-15,"7,838.80","7,847.95","7,819.10","7,825.00",223.80M,0.54%
10-Nov-15,"7,877.60","7,885.10","7,772.85","7,783.35",170.27M,-1.67%
9-Nov-15,"7,788.25","7,937.75","7,771.70","7,915.20",218.42M,-0.49%
6-Nov-15,"7,956.55","8,002.65","7,926.15","7,954.30",226.33M,-0.01%
5-Nov-15,"8,030.35","8,031.20","7,944.10","7,955.45",136.22M,-1.05%
4-Nov-15,"8,104.90","8,116.10","8,027.30","8,040.20",125.94M,-0.25%
3-Nov-15,"8,086.35","8,100.35","8,031.75","8,060.70",136.62M,0.12%
2-Nov-15,"8,054.55","8,060.70","7,995.60","8,050.80",140.32M,-0.19%
30-Oct-15,"8,123.55","8,146.10","8,044.40","8,065.80",205.66M,-0.57%
29-Oct-15,"8,175.45","8,179.60","8,098.00","8,111.75",224.23M,-0.73%
28-Oct-15,"8,188.90","8,209.10","8,131.80","8,171.20",194.71M,-0.75%
27-Oct-15,"8,230.35","8,241.95","8,217.05","8,232.90",161.49M,-0.33%
26-Oct-15,"8,333.65","8,336.30","8,252.05","8,260.55",138.01M,-0.42%
23-Oct-15,"8,308.25","8,328.10","8,280.75","8,295.45",156.66M,0.53%
21-Oct-15,"8,258.35","8,294.40","8,217.15","8,251.70",149.27M,-0.12%
20-Oct-15,"8,280.30","8,294.05","8,229.20","8,261.65",159.95M,-0.16%
19-Oct-15,"8,262.55","8,283.05","8,239.20","8,275.05",128.30M,0.45%
16-Oct-15,"8,193.65","8,246.40","8,147.65","8,238.15",161.15M,0.72%
15-Oct-15,"8,134.35","8,190.55","8,129.80","8,179.50",172.43M,0.88%
14-Oct-15,"8,102.40","8,139.30","8,096.35","8,107.90",143.16M,-0.29%
13-Oct-15,"8,121.95","8,150.25","8,088.60","8,131.70",150.43M,-0.15%
12-Oct-15,"8,231.50","8,244.50","8,128.20","8,143.60",205.26M,-0.56%
9-Oct-15,"8,186.35","8,232.20","8,139.65","8,189.70",205.86M,0.74%
8-Oct-15,"8,196.75","8,196.75","8,105.85","8,129.35",177.03M,-0.59%
7-Oct-15,"8,146.20","8,188.90","8,132.90","8,177.40",199.91M,0.30%
6-Oct-15,"8,180.45","8,180.95","8,096.50","8,152.90",184.04M,0.41%
5-Oct-15,"8,005.10","8,128.90","8,005.10","8,119.30",188.83M,2.12%
1-Oct-15,"7,992.05","8,008.25","7,930.65","7,950.90",161.81M,0.03%
30-Sep-15,"7,924.25","7,957.70","7,874.50","7,948.90",217.19M,1.35%
29-Sep-15,"7,725.70","7,926.55","7,691.20","7,843.30",248.11M,0.61%
28-Sep-15,"7,892.80","7,893.95","7,787.95","7,795.70",140.48M,-0.93%
24-Sep-15,"7,838.40","7,894.50","7,804.10","7,868.50",208.77M,0.29%
23-Sep-15,"7,737.35","7,882.90","7,723.25","7,845.95",151.20M,0.43%
22-Sep-15,"8,014.80","8,021.60","7,787.75","7,812.00",173.57M,-2.07%
21-Sep-15,"7,911.50","7,987.90","7,908.35","7,977.10",125.63M,-0.06%
18-Sep-15,"7,967.45","8,055.00","7,955.85","7,981.90",249.31M,1.05%
16-Sep-15,"7,886.85","7,913.90","7,853.30","7,899.15",144.33M,0.89%
15-Sep-15,"7,867.35","7,880.00","7,799.75","7,829.10",140.72M,-0.55%
14-Sep-15,"7,811.10","7,879.95","7,761.85","7,872.25",126.63M,1.06%
11-Sep-15,"7,833.80","7,864.85","7,759.90","7,789.30",140.58M,0.02%
10-Sep-15,"7,729.05","7,819.85","7,678.50","7,788.10",165.31M,-0.39%
9-Sep-15,"7,805.85","7,846.05","7,764.55","7,818.60",214.84M,1.70%
8-Sep-15,"7,587.70","7,720.90","7,539.50","7,688.25",177.52M,1.71%
7-Sep-15,"7,685.85","7,705.05","7,545.90","7,558.80",145.76M,-1.26%
4-Sep-15,"7,803.40","7,804.90","7,626.85","7,655.05",199.57M,-2.15%
3-Sep-15,"7,774.45","7,845.60","7,754.05","7,823.00",160.61M,1.37%
2-Sep-15,"7,856.65","7,862.55","7,699.25","7,717.00",222.00M,-0.88%
1-Sep-15,"7,907.95","7,929.10","7,746.50","7,785.85",190.58M,-2.33%
31-Aug-15,"8,009.25","8,043.60","7,947.95","7,971.30",204.26M,-0.38%
28-Aug-15,"8,053.70","8,091.80","7,961.65","8,001.95",201.57M,0.67%
27-Aug-15,"7,921.60","7,963.60","7,862.30","7,948.95",314.42M,2.02%
26-Aug-15,"7,865.25","7,930.05","7,777.10","7,791.85",223.26M,-1.13%
25-Aug-15,"7,895.40","7,925.40","7,667.25","7,880.70",308.26M,0.92%
24-Aug-15,"8,055.95","8,060.05","7,769.40","7,809.00",322.10M,-5.92%
21-Aug-15,"8,305.40","8,322.20","8,225.05","8,299.95",207.54M,-0.87%
20-Aug-15,"8,471.05","8,501.35","8,359.75","8,372.75",189.84M,-1.44%
19-Aug-15,"8,468.05","8,520.45","8,425.95","8,495.15",134.51M,0.34%
18-Aug-15,"8,505.85","8,525.75","8,433.60","8,466.55",157.99M,-0.13%
17-Aug-15,"8,530.50","8,530.60","8,428.05","8,477.30",180.08M,-0.48%
14-Aug-15,"8,402.35","8,530.10","8,381.20","8,518.55",160.68M,1.95%
13-Aug-15,"8,384.45","8,429.50","8,339.75","8,355.85",195.08M,0.08%
12-Aug-15,"8,445.70","8,446.95","8,337.95","8,349.45",195.90M,-1.33%
11-Aug-15,"8,548.45","8,556.25","8,441.30","8,462.35",159.19M,-0.74%
10-Aug-15,"8,577.00","8,621.55","8,497.80","8,525.60",127.20M,-0.46%
7-Aug-15,"8,580.80","8,595.95","8,552.70","8,564.60",148.07M,-0.28%
6-Aug-15,"8,585.80","8,606.30","8,551.50","8,588.65",139.12M,0.24%
5-Aug-15,"8,547.45","8,591.85","8,545.85","8,567.95",136.95M,0.60%
4-Aug-15,"8,564.10","8,565.15","8,448.25","8,516.90",193.23M,-0.31%
3-Aug-15,"8,510.65","8,563.95","8,508.10","8,543.05",161.49M,0.12%
31-Jul-15,"8,456.10","8,548.95","8,448.00","8,532.85",209.63M,1.32%
30-Jul-15,"8,417.00","8,458.90","8,408.30","8,421.80",221.94M,0.56%
29-Jul-15,"8,365.60","8,381.50","8,338.45","8,375.05",145.40M,0.46%
28-Jul-15,"8,371.10","8,397.40","8,321.75","8,337.00",179.98M,-0.29%
27-Jul-15,"8,492.10","8,492.20","8,351.55","8,361.00",140.83M,-1.88%
24-Jul-15,"8,588.15","8,589.15","8,513.50","8,521.55",131.35M,-0.79%
23-Jul-15,"8,643.95","8,654.75","8,573.80","8,589.80",136.96M,-0.51%
22-Jul-15,"8,512.25","8,643.90","8,498.65","8,633.50",141.02M,1.22%
21-Jul-15,"8,601.50","8,646.75","8,517.90","8,529.45",169.15M,-0.86%
20-Jul-15,"8,623.90","8,624.10","8,559.00","8,603.45",93.44M,-0.07%
17-Jul-15,"8,623.65","8,642.95","8,593.15","8,609.85",108.19M,0.02%
16-Jul-15,"8,546.15","8,616.10","8,542.90","8,608.05",119.64M,0.99%
15-Jul-15,"8,463.40","8,531.40","8,462.95","8,523.80",108.84M,0.82%
14-Jul-15,"8,470.60","8,480.25","8,424.10","8,454.10",104.89M,-0.07%
13-Jul-15,"8,397.25","8,471.65","8,355.40","8,459.65",121.38M,1.19%
10-Jul-15,"8,365.70","8,377.10","8,315.40","8,360.55",158.88M,0.38%
9-Jul-15,"8,364.85","8,400.30","8,323.00","8,328.55",135.36M,-0.41%
8-Jul-15,"8,439.20","8,457.50","8,341.40","8,363.05",193.89M,-1.74%
7-Jul-15,"8,525.50","8,561.35","8,483.85","8,510.80",126.04M,-0.13%
6-Jul-15,"8,386.15","8,533.15","8,386.15","8,522.15",104.58M,0.44%
3-Jul-15,"8,440.10","8,497.75","8,424.15","8,484.90",91.14M,0.47%
2-Jul-15,"8,471.95","8,479.25","8,433.20","8,444.90",115.47M,-0.10%
1-Jul-15,"8,376.25","8,481.60","8,370.15","8,453.05",135.89M,1.01%
30-Jun-15,"8,316.35","8,378.00","8,298.95","8,368.50",163.37M,0.60%
29-Jun-15,"8,247.05","8,329.45","8,195.65","8,318.40",136.11M,-0.75%
26-Jun-15,"8,393.95","8,408.55","8,339.70","8,381.10",113.96M,-0.20%
25-Jun-15,"8,336.25","8,423.15","8,329.50","8,398.00",207.42M,0.44%
24-Jun-15,"8,399.40","8,421.35","8,338.90","8,360.85",134.06M,-0.25%
23-Jun-15,"8,377.45","8,398.45","8,334.95","8,381.55",135.84M,0.34%
22-Jun-15,"8,259.30","8,369.45","8,257.40","8,353.10",126.54M,1.56%
19-Jun-15,"8,201.15","8,250.80","8,195.65","8,224.95",151.58M,0.62%
18-Jun-15,"8,113.70","8,186.90","8,101.80","8,174.60",149.27M,1.03%
17-Jun-15,"8,084.20","8,136.85","8,048.95","8,091.55",157.21M,0.55%
16-Jun-15,"8,004.20","8,061.85","7,952.35","8,047.30",127.81M,0.42%
15-Jun-15,"7,986.60","8,057.70","7,944.85","8,013.90",137.12M,0.39%
12-Jun-15,"7,959.85","7,995.60","7,940.30","7,982.90",140.84M,0.22%
11-Jun-15,"8,157.30","8,163.05","7,958.25","7,965.35",171.35M,-1.96%
10-Jun-15,"8,024.15","8,152.25","8,023.80","8,124.45",141.03M,1.27%
9-Jun-15,"8,026.50","8,057.15","8,005.15","8,022.40",140.22M,-0.27%
8-Jun-15,"8,124.35","8,131.00","8,030.55","8,044.15",140.08M,-0.87%
5-Jun-15,"8,119.15","8,191.00","8,100.15","8,114.70",167.06M,-0.20%
4-Jun-15,"8,155.15","8,160.05","8,056.75","8,130.65",159.47M,-0.05%
3-Jun-15,"8,232.45","8,236.70","8,094.15","8,135.10",176.66M,-1.23%
2-Jun-15,"8,442.80","8,445.35","8,226.05","8,236.45",151.34M,-2.34%
1-Jun-15,"8,417.25","8,467.15","8,405.40","8,433.40",125.99M,0.00%
29-May-15,"8,327.10","8,443.90","8,305.70","8,433.65",375.23M,1.38%
28-May-15,"8,345.70","8,364.50","8,270.15","8,319.00",239.55M,-0.19%
