Date,Open,High,Low,Price,Vol.,Change %
26-Mar-19,"11,375.20","11,496.75","11,352.45","11,483.25",282.58M,1.14%
25-Mar-19,"11,395.65","11,395.65","11,311.60","11,354.25",294.46M,-0.90%
22-Mar-19,"11,549.20","11,572.80","11,434.55","11,456.90",386.19M,-0.56%
20-Mar-19,"11,553.35","11,556.10","11,503.10","11,521.05",366.30M,-0.10%
19-Mar-19,"11,500.30","11,543.85","11,451.25","11,532.40",326.10M,0.61%
18-Mar-19,"11,473.85","11,530.15","11,412.50","11,462.20",320.25M,0.31%
15-Mar-19,"11,376.85","11,487.00","11,370.80","11,426.85",463.70M,0.74%
14-Mar-19,"11,382.50","11,383.45","11,313.75","11,343.25",294.48M,0.01%
13-Mar-19,"11,326.20","11,352.30","11,276.60","11,341.70",383.00M,0.36%
12-Mar-19,"11,231.35","11,320.40","11,227.00","11,301.20",391.31M,1.19%
11-Mar-19,"11,068.75","11,180.90","11,059.85","11,168.05",352.24M,1.20%
8-Mar-19,"11,038.85","11,049.00","11,008.95","11,035.40",326.57M,-0.21%
7-Mar-19,"11,077.95","11,089.05","11,027.10","11,058.20",321.21M,0.05%
6-Mar-19,"11,024.85","11,062.30","10,998.85","11,053.00",372.55M,0.60%
5-Mar-19,"10,864.85","10,994.90","10,817.00","10,987.45",373.22M,1.14%
1-Mar-19,"10,842.65","10,877.90","10,823.10","10,863.50",308.53M,0.66%
28-Feb-19,"10,865.70","10,865.70","10,784.85","10,792.50",644.16M,-0.13%
27-Feb-19,"10,881.20","10,939.70","10,751.20","10,806.65",381.08M,-0.26%
26-Feb-19,"10,775.30","10,888.75","10,729.30","10,835.30",414.95M,-0.41%
25-Feb-19,"10,813.25","10,887.10","10,788.05","10,880.10",385.90M,0.82%
22-Feb-19,"10,782.70","10,801.55","10,758.40","10,791.65",396.85M,0.02%
21-Feb-19,"10,744.10","10,808.85","10,721.50","10,789.85",279.58M,0.51%
20-Feb-19,"10,655.45","10,752.70","10,646.40","10,735.45",289.20M,1.24%
19-Feb-19,"10,636.70","10,722.85","10,585.65","10,604.35",291.51M,-0.34%
18-Feb-19,"10,738.65","10,759.90","10,628.40","10,640.95",345.44M,-0.78%
15-Feb-19,"10,780.25","10,785.75","10,620.40","10,724.40",521.88M,-0.20%
14-Feb-19,"10,786.10","10,792.70","10,718.75","10,746.05",627.04M,-0.44%
13-Feb-19,"10,870.55","10,891.65","10,772.10","10,793.65",321.96M,-0.35%
12-Feb-19,"10,879.70","10,910.90","10,823.80","10,831.40",292.32M,-0.53%
11-Feb-19,"10,930.90","10,930.90","10,857.10","10,888.80",285.98M,-0.50%
8-Feb-19,"11,023.50","11,041.20","10,925.45","10,943.60",352.79M,-1.14%
7-Feb-19,"11,070.45","11,118.10","11,043.60","11,069.40",263.54M,0.06%
6-Feb-19,"10,965.10","11,072.60","10,962.70","11,062.45",298.51M,1.17%
5-Feb-19,"10,908.65","10,956.70","10,886.70","10,934.35",268.10M,0.20%
4-Feb-19,"10,876.75","10,927.90","10,814.15","10,912.25",318.30M,0.17%
1-Feb-19,"10,851.35","10,983.45","10,813.45","10,893.65",482.27M,0.58%
31-Jan-19,"10,690.55","10,838.05","10,678.55","10,830.95",604.82M,1.68%
30-Jan-19,"10,702.25","10,710.20","10,612.85","10,651.80",410.11M,0.00%
29-Jan-19,"10,653.70","10,690.35","10,583.65","10,652.20",356.91M,-0.09%
28-Jan-19,"10,792.45","10,804.45","10,630.95","10,661.55",419.68M,-1.10%
25-Jan-19,"10,859.75","10,931.70","10,756.45","10,780.55",463.44M,-0.64%
24-Jan-19,"10,844.05","10,866.60","10,798.65","10,849.80",361.08M,0.17%
23-Jan-19,"10,931.05","10,944.80","10,811.95","10,831.50",298.88M,-0.84%
22-Jan-19,"10,949.80","10,949.80","10,864.15","10,922.75",300.77M,-0.36%
21-Jan-19,"10,919.35","10,987.45","10,885.75","10,961.85",288.83M,0.50%
18-Jan-19,"10,914.85","10,928.20","10,852.20","10,906.95",323.81M,0.02%
17-Jan-19,"10,920.85","10,930.65","10,844.65","10,905.20",271.68M,0.14%
16-Jan-19,"10,899.65","10,928.15","10,876.90","10,890.30",276.54M,0.03%
15-Jan-19,"10,777.55","10,896.95","10,777.55","10,886.80",310.74M,1.39%
14-Jan-19,"10,807.00","10,808.00","10,692.35","10,737.60",298.77M,-0.53%
11-Jan-19,"10,834.75","10,850.15","10,739.40","10,794.95",260.79M,-0.25%
10-Jan-19,"10,859.35","10,859.35","10,801.80","10,821.60",254.36M,-0.31%
9-Jan-19,"10,862.40","10,870.40","10,749.40","10,855.15",333.01M,0.49%
8-Jan-19,"10,786.25","10,818.45","10,733.25","10,802.15",277.70M,0.28%
7-Jan-19,"10,804.85","10,835.95","10,750.15","10,771.80",269.37M,0.41%
4-Jan-19,"10,699.70","10,741.05","10,628.65","10,727.35",296.60M,0.52%
3-Jan-19,"10,796.80","10,814.05","10,661.25","10,672.25",286.24M,-1.11%
2-Jan-19,"10,868.85","10,895.35","10,735.05","10,792.50",309.67M,-1.08%
1-Jan-19,"10,881.70","10,923.60","10,807.10","10,910.10",159.40M,0.44%
31-Dec-18,"10,913.20","10,923.55","10,853.20","10,862.55",186.50M,0.02%
28-Dec-18,"10,820.95","10,893.60","10,817.15","10,859.90",253.09M,0.74%
27-Dec-18,"10,817.90","10,834.20","10,764.45","10,779.80",470.16M,0.47%
26-Dec-18,"10,635.45","10,747.50","10,534.55","10,729.85",271.94M,0.62%
24-Dec-18,"10,780.90","10,782.30","10,649.25","10,663.50",230.29M,-0.84%
21-Dec-18,"10,944.25","10,963.65","10,738.65","10,754.00",389.24M,-1.81%
20-Dec-18,"10,885.20","10,962.55","10,880.05","10,951.70",328.80M,-0.14%
19-Dec-18,"10,930.55","10,985.15","10,928.00","10,967.30",321.80M,0.54%
18-Dec-18,"10,850.90","10,915.40","10,819.10","10,908.70",294.94M,0.19%
17-Dec-18,"10,853.20","10,900.35","10,844.85","10,888.35",306.15M,0.77%
14-Dec-18,"10,784.50","10,815.75","10,752.10","10,805.45",350.58M,0.13%
13-Dec-18,"10,810.75","10,838.60","10,749.50","10,791.55",387.81M,0.50%
12-Dec-18,"10,591.00","10,752.20","10,560.80","10,737.60",371.70M,1.79%
11-Dec-18,"10,350.05","10,567.15","10,333.85","10,549.15",438.70M,0.58%
10-Dec-18,"10,508.70","10,558.85","10,474.95","10,488.45",393.10M,-1.92%
7-Dec-18,"10,644.80","10,704.55","10,599.35","10,693.70",335.85M,0.87%
6-Dec-18,"10,718.15","10,722.65","10,588.25","10,601.15",328.28M,-1.69%
5-Dec-18,"10,820.45","10,821.05","10,747.95","10,782.90",322.02M,-0.80%
4-Dec-18,"10,877.10","10,890.95","10,833.35","10,869.50",332.14M,-0.13%
3-Dec-18,"10,930.70","10,941.20","10,845.35","10,883.75",422.36M,0.06%
30-Nov-18,"10,892.10","10,922.45","10,835.10","10,876.75",467.86M,0.17%
29-Nov-18,"10,808.70","10,883.05","10,782.35","10,858.70",712.65M,1.21%
28-Nov-18,"10,708.75","10,757.80","10,699.85","10,728.85",437.63M,0.40%
27-Nov-18,"10,621.45","10,695.15","10,596.35","10,685.60",382.83M,0.54%
26-Nov-18,"10,568.30","10,637.80","10,489.75","10,628.60",332.86M,0.97%
22-Nov-18,"10,612.65","10,646.25","10,512.00","10,526.75",246.93M,-0.69%
21-Nov-18,"10,670.95","10,671.30","10,562.35","10,600.05",310.19M,-0.53%
20-Nov-18,"10,740.10","10,740.85","10,640.85","10,656.20",304.32M,-1.00%
19-Nov-18,"10,731.25","10,774.70","10,688.80","10,763.40",280.52M,0.76%
16-Nov-18,"10,644.00","10,695.15","10,631.15","10,682.20",353.38M,0.62%
15-Nov-18,"10,580.60","10,646.50","10,557.50","10,616.70",306.01M,0.38%
14-Nov-18,"10,634.90","10,651.60","10,532.70","10,576.30",396.37M,-0.06%
13-Nov-18,"10,451.90","10,596.25","10,440.55","10,582.50",262.54M,0.96%
12-Nov-18,"10,607.80","10,645.50","10,464.05","10,482.20",267.71M,-0.97%
9-Nov-18,"10,614.70","10,619.55","10,544.85","10,585.20",305.82M,-0.13%
7-Nov-18,"10,614.45","10,616.45","10,591.80","10,598.85",2.83M,0.65%
6-Nov-18,"10,552.00","10,600.25","10,491.45","10,530.00",309.88M,0.06%
5-Nov-18,"10,558.75","10,558.80","10,477.00","10,524.00",311.18M,-0.27%
2-Nov-18,"10,462.30","10,606.95","10,457.70","10,553.00",434.18M,1.66%
1-Nov-18,"10,441.70","10,441.90","10,341.90","10,380.45",359.34M,-0.06%
31-Oct-18,"10,209.55","10,396.00","10,105.10","10,386.60",386.62M,1.85%
30-Oct-18,"10,239.40","10,285.10","10,175.35","10,198.40",298.75M,-0.51%
29-Oct-18,"10,078.10","10,275.30","10,020.35","10,250.85",375.75M,2.20%
26-Oct-18,"10,122.35","10,128.85","10,004.55","10,030.00",375.56M,-0.94%
25-Oct-18,"10,135.05","10,166.60","10,079.30","10,124.90",522.42M,-0.98%
24-Oct-18,"10,278.15","10,290.65","10,126.70","10,224.75",362.27M,0.77%
23-Oct-18,"10,152.60","10,222.10","10,102.35","10,146.80",312.04M,-0.96%
22-Oct-18,"10,405.85","10,408.55","10,224.00","10,245.25",306.47M,-0.57%
19-Oct-18,"10,339.70","10,380.10","10,249.60","10,303.55",368.55M,-1.43%
17-Oct-18,"10,688.70","10,710.15","10,436.45","10,453.05",293.59M,-1.24%
16-Oct-18,"10,550.15","10,604.90","10,525.30","10,584.75",273.44M,0.69%
15-Oct-18,"10,524.20","10,526.30","10,410.15","10,512.50",267.52M,0.38%
12-Oct-18,"10,331.55","10,492.45","10,322.15","10,472.50",354.06M,2.32%
11-Oct-18,"10,169.80","10,335.95","10,138.60","10,234.65",498.51M,-2.16%
10-Oct-18,"10,331.85","10,482.35","10,318.25","10,460.10",373.84M,1.54%
9-Oct-18,"10,390.30","10,397.60","10,279.35","10,301.05",443.80M,-0.45%
8-Oct-18,"10,310.15","10,398.35","10,198.40","10,348.05",470.28M,0.31%
5-Oct-18,"10,514.10","10,540.65","10,261.90","10,316.45",625.15M,-2.67%
4-Oct-18,"10,754.70","10,754.70","10,547.25","10,599.25",438.20M,-2.39%
3-Oct-18,"10,982.70","10,989.05","10,843.75","10,858.25",398.76M,-1.36%
1-Oct-18,"10,930.90","11,035.65","10,821.55","11,008.30",398.99M,0.71%
28-Sep-18,"11,008.10","11,034.10","10,850.30","10,930.45",492.89M,-0.43%
27-Sep-18,"11,079.80","11,089.45","10,953.35","10,977.55",418.21M,-0.69%
26-Sep-18,"11,145.55","11,145.55","10,993.05","11,053.80",351.04M,-0.12%
25-Sep-18,"10,969.95","11,080.60","10,882.85","11,067.45",417.55M,0.91%
24-Sep-18,"11,164.40","11,170.15","10,943.60","10,967.40",398.82M,-1.58%
21-Sep-18,"11,271.30","11,346.80","10,866.45","11,143.10",741.15M,-0.81%
19-Sep-18,"11,326.65","11,332.05","11,210.90","11,234.35",258.42M,-0.39%
18-Sep-18,"11,381.55","11,411.45","11,268.95","11,278.90",248.30M,-0.87%
17-Sep-18,"11,464.95","11,464.95","11,366.90","11,377.75",207.62M,-1.19%
14-Sep-18,"11,443.50","11,523.25","11,430.55","11,515.20",285.22M,1.28%
12-Sep-18,"11,340.10","11,380.75","11,250.20","11,369.90",276.51M,0.73%
11-Sep-18,"11,476.85","11,479.40","11,274.00","11,287.50",318.09M,-1.32%
10-Sep-18,"11,570.25","11,573.00","11,427.30","11,438.10",295.60M,-1.30%
7-Sep-18,"11,558.25","11,603.00","11,484.40","11,589.10",305.03M,0.45%
6-Sep-18,"11,514.15","11,562.25","11,436.05","11,536.90",255.56M,0.52%
5-Sep-18,"11,514.85","11,542.65","11,393.85","11,476.95",253.69M,-0.38%
4-Sep-18,"11,598.75","11,602.55","11,496.85","11,520.30",262.70M,-0.54%
3-Sep-18,"11,751.80","11,751.80","11,567.40","11,582.35",241.73M,-0.84%
31-Aug-18,"11,675.85","11,727.65","11,640.10","11,680.50",357.23M,0.03%
30-Aug-18,"11,694.75","11,698.80","11,639.70","11,676.80",323.45M,-0.13%
29-Aug-18,"11,744.95","11,753.20","11,678.85","11,691.90",259.35M,-0.40%
28-Aug-18,"11,731.95","11,760.20","11,710.50","11,738.50",249.42M,0.40%
27-Aug-18,"11,605.85","11,700.95","11,595.60","11,691.95",205.69M,1.17%
24-Aug-18,"11,566.60","11,604.60","11,532.00","11,557.10",225.60M,-0.22%
23-Aug-18,"11,620.70","11,620.70","11,546.70","11,582.75",256.16M,0.10%
21-Aug-18,"11,576.20","11,581.75","11,539.60","11,570.90",231.06M,0.17%
20-Aug-18,"11,502.10","11,565.30","11,499.65","11,551.75",239.84M,0.71%
17-Aug-18,"11,437.15","11,486.45","11,431.80","11,470.75",241.99M,0.75%
16-Aug-18,"11,397.15","11,449.85","11,366.25","11,385.05",299.61M,-0.44%
14-Aug-18,"11,381.70","11,452.45","11,370.80","11,435.10",239.84M,0.70%
13-Aug-18,"11,369.60","11,406.30","11,340.30","11,355.75",254.47M,-0.65%
10-Aug-18,"11,474.95","11,478.75","11,419.65","11,429.50",336.42M,-0.36%
9-Aug-18,"11,493.25","11,495.20","11,454.10","11,470.70",311.52M,0.18%
8-Aug-18,"11,412.50","11,459.95","11,379.30","11,450.00",217.05M,0.53%
7-Aug-18,"11,423.15","11,428.95","11,359.70","11,389.45",233.41M,0.02%
6-Aug-18,"11,401.50","11,427.65","11,370.60","11,387.10",210.00M,0.23%
3-Aug-18,"11,297.80","11,368.00","11,294.55","11,360.80",225.15M,1.03%
2-Aug-18,"11,328.90","11,328.90","11,234.95","11,244.70",216.53M,-0.89%
1-Aug-18,"11,359.80","11,390.55","11,313.55","11,346.20",278.01M,-0.09%
31-Jul-18,"11,311.05","11,366.00","11,267.75","11,356.50",264.43M,0.33%
30-Jul-18,"11,296.65","11,328.10","11,261.45","11,319.55",287.44M,0.37%
27-Jul-18,"11,232.75","11,283.40","11,210.25","11,278.35",324.34M,0.99%
26-Jul-18,"11,132.95","11,185.85","11,125.70","11,167.30",376.66M,0.32%
25-Jul-18,"11,148.40","11,157.15","11,113.25","11,132.00",212.33M,-0.02%
24-Jul-18,"11,109.00","11,143.40","11,092.50","11,134.30",212.25M,0.45%
23-Jul-18,"11,019.85","11,093.40","11,010.95","11,084.75",236.15M,0.68%
20-Jul-18,"10,963.50","11,030.25","10,946.20","11,010.20",193.14M,0.48%
19-Jul-18,"10,999.50","11,006.50","10,935.45","10,957.10",222.06M,-0.21%
18-Jul-18,"11,060.20","11,076.20","10,956.30","10,980.45",232.50M,-0.25%
17-Jul-18,"10,939.65","11,018.50","10,925.60","11,008.05",217.11M,0.65%
16-Jul-18,"11,018.95","11,019.50","10,926.25","10,936.85",216.97M,-0.74%
13-Jul-18,"11,056.90","11,071.35","10,999.75","11,018.90",241.67M,-0.04%
12-Jul-18,"11,006.95","11,078.30","10,999.65","11,023.20",256.04M,0.68%
11-Jul-18,"10,956.40","10,976.65","10,923.00","10,948.30",229.21M,0.01%
10-Jul-18,"10,902.75","10,956.90","10,876.65","10,947.25",203.06M,0.87%
9-Jul-18,"10,838.30","10,860.35","10,807.15","10,852.90",189.33M,0.74%
6-Jul-18,"10,744.15","10,816.35","10,735.05","10,772.65",256.55M,0.21%
5-Jul-18,"10,786.05","10,786.05","10,726.25","10,749.75",227.27M,-0.19%
4-Jul-18,"10,715.00","10,777.15","10,677.75","10,769.90",179.27M,0.65%
3-Jul-18,"10,668.60","10,713.30","10,630.25","10,699.90",208.37M,0.40%
2-Jul-18,"10,732.35","10,736.15","10,604.65","10,657.30",304.54M,-0.53%
29-Jun-18,"10,612.85","10,723.05","10,612.35","10,714.30",250.33M,1.18%
28-Jun-18,"10,660.80","10,674.20","10,557.70","10,589.10",363.16M,-0.77%
27-Jun-18,"10,785.50","10,785.50","10,652.40","10,671.40",253.62M,-0.91%
26-Jun-18,"10,742.70","10,805.25","10,732.55","10,769.15",226.85M,0.06%
25-Jun-18,"10,822.90","10,831.05","10,753.05","10,762.45",236.69M,-0.55%
22-Jun-18,"10,742.70","10,837.00","10,710.45","10,821.85",236.90M,0.75%
21-Jun-18,"10,808.45","10,809.60","10,725.90","10,741.10",230.51M,-0.29%
20-Jun-18,"10,734.65","10,781.80","10,724.05","10,772.05",199.47M,0.58%
19-Jun-18,"10,789.45","10,789.45","10,701.20","10,710.45",231.38M,-0.83%
18-Jun-18,"10,830.20","10,830.20","10,787.35","10,799.85",202.73M,-0.17%
15-Jun-18,"10,808.65","10,834.00","10,755.40","10,817.70",314.76M,0.09%
14-Jun-18,"10,832.90","10,833.70","10,773.55","10,808.05",190.03M,-0.45%
13-Jun-18,"10,887.50","10,893.25","10,842.65","10,856.70",220.00M,0.13%
12-Jun-18,"10,816.15","10,856.55","10,789.40","10,842.85",204.42M,0.52%
11-Jun-18,"10,781.85","10,850.55","10,777.05","10,786.95",217.85M,0.18%
8-Jun-18,"10,736.40","10,779.45","10,709.05","10,767.65",215.94M,-0.01%
7-Jun-18,"10,722.60","10,818.00","10,722.60","10,768.35",227.66M,0.78%
6-Jun-18,"10,603.45","10,698.35","10,587.50","10,684.65",195.76M,0.86%
5-Jun-18,"10,630.70","10,633.15","10,550.90","10,593.15",172.90M,-0.33%
4-Jun-18,"10,765.95","10,770.30","10,618.35","10,628.50",210.15M,-0.63%
1-Jun-18,"10,738.45","10,764.75","10,681.50","10,696.20",227.36M,-0.37%
31-May-18,"10,670.10","10,763.80","10,620.40","10,736.15",629.20M,1.15%
30-May-18,"10,579.00","10,648.70","10,558.45","10,614.35",246.12M,-0.18%
29-May-18,"10,689.40","10,717.25","10,616.10","10,633.30",232.76M,-0.52%
28-May-18,"10,648.35","10,709.80","10,640.55","10,688.65",239.79M,0.79%
25-May-18,"10,533.05","10,628.05","10,524.00","10,605.15",268.92M,0.87%
24-May-18,"10,464.85","10,535.15","10,419.80","10,513.85",306.79M,0.80%
23-May-18,"10,521.10","10,533.55","10,417.80","10,430.35",299.92M,-1.01%
22-May-18,"10,518.45","10,558.60","10,490.55","10,536.70",249.24M,0.19%
21-May-18,"10,616.70","10,621.70","10,505.80","10,516.70",197.29M,-0.75%
18-May-18,"10,671.85","10,674.95","10,589.10","10,596.40",229.91M,-0.81%
17-May-18,"10,775.60","10,777.25","10,664.50","10,682.70",220.74M,-0.54%
16-May-18,"10,751.95","10,790.45","10,699.70","10,741.10",238.22M,-0.56%
15-May-18,"10,812.60","10,929.20","10,781.40","10,801.85",262.20M,-0.04%
14-May-18,"10,815.15","10,834.85","10,774.75","10,806.60",176.70M,0.00%
11-May-18,"10,741.95","10,812.05","10,724.45","10,806.50",209.39M,0.84%
10-May-18,"10,779.65","10,785.55","10,705.00","10,716.55",197.99M,-0.23%
9-May-18,"10,693.35","10,766.25","10,689.85","10,741.70",222.12M,0.22%
8-May-18,"10,757.90","10,758.55","10,689.40","10,717.80",278.12M,0.02%
7-May-18,"10,653.15","10,725.65","10,635.65","10,715.50",173.62M,0.92%
4-May-18,"10,700.45","10,700.45","10,601.60","10,618.25",192.30M,-0.57%
3-May-18,"10,720.15","10,720.60","10,647.45","10,679.65",190.87M,-0.36%
2-May-18,"10,783.85","10,784.65","10,689.80","10,718.05",236.76M,-0.20%
30-Apr-18,"10,705.75","10,759.00","10,704.60","10,739.35",179.16M,0.44%
27-Apr-18,"10,651.65","10,719.80","10,647.55","10,692.30",306.67M,0.70%
26-Apr-18,"10,586.50","10,628.40","10,559.65","10,617.80",345.54M,0.45%
25-Apr-18,"10,612.40","10,612.60","10,536.45","10,570.55",195.13M,-0.41%
24-Apr-18,"10,578.10","10,636.80","10,569.00","10,614.35",225.97M,0.28%
23-Apr-18,"10,592.80","10,638.35","10,514.95","10,584.70",200.20M,0.20%
20-Apr-18,"10,560.35","10,582.35","10,527.45","10,564.05",252.23M,-0.01%
19-Apr-18,"10,563.65","10,572.20","10,546.20","10,565.30",270.74M,0.37%
18-Apr-18,"10,578.90","10,594.20","10,509.70","10,526.20",211.82M,-0.21%
17-Apr-18,"10,557.30","10,560.45","10,495.65","10,548.70",212.45M,0.19%
16-Apr-18,"10,398.30","10,540.15","10,396.35","10,528.35",200.95M,0.46%
13-Apr-18,"10,495.30","10,519.90","10,451.45","10,480.60",219.72M,0.21%
12-Apr-18,"10,410.65","10,469.90","10,395.25","10,458.65",246.03M,0.40%
11-Apr-18,"10,428.15","10,428.15","10,355.60","10,417.15",258.08M,0.14%
10-Apr-18,"10,412.90","10,424.85","10,381.50","10,402.25",259.52M,0.22%
9-Apr-18,"10,333.70","10,397.70","10,328.50","10,379.35",228.51M,0.46%
6-Apr-18,"10,322.75","10,350.45","10,290.85","10,331.60",206.36M,0.06%
5-Apr-18,"10,228.45","10,331.80","10,227.45","10,325.15",244.12M,1.94%
4-Apr-18,"10,274.60","10,279.85","10,111.30","10,128.40",238.18M,-1.14%
3-Apr-18,"10,186.85","10,255.35","10,171.05","10,245.00",211.65M,0.33%
2-Apr-18,"10,151.65","10,220.10","10,127.75","10,211.80",232.43M,0.97%
28-Mar-18,"10,143.60","10,158.35","10,096.90","10,113.70",354.98M,-0.69%
27-Mar-18,"10,188.00","10,207.90","10,139.65","10,184.15",232.71M,0.53%
26-Mar-18,"9,989.15","10,143.50","9,958.55","10,130.65",270.66M,1.33%
23-Mar-18,"9,968.80","10,027.70","9,951.90","9,998.05",294.52M,-1.15%
22-Mar-18,"10,167.50","10,207.85","10,105.40","10,114.75",237.63M,-0.40%
21-Mar-18,"10,181.95","10,227.30","10,132.95","10,155.25",211.06M,0.31%
20-Mar-18,"10,051.55","10,155.65","10,049.10","10,124.35",209.33M,0.30%
19-Mar-18,"10,215.35","10,224.55","10,075.30","10,094.25",216.67M,-0.99%
16-Mar-18,"10,345.15","10,346.30","10,180.25","10,195.15",338.70M,-1.59%
15-Mar-18,"10,405.45","10,420.00","10,346.20","10,360.15",179.31M,-0.49%
14-Mar-18,"10,393.05","10,420.35","10,336.30","10,410.90",186.99M,-0.15%
13-Mar-18,"10,389.50","10,478.60","10,377.85","10,426.85",274.85M,0.05%
12-Mar-18,"10,301.60","10,433.65","10,295.45","10,421.40",223.14M,1.90%
9-Mar-18,"10,271.30","10,296.70","10,211.90","10,226.85",192.33M,-0.15%
8-Mar-18,"10,216.25","10,270.35","10,146.40","10,242.65",233.38M,0.87%
7-Mar-18,"10,232.95","10,243.35","10,141.55","10,154.20",257.20M,-0.93%
6-Mar-18,"10,420.50","10,441.35","10,215.90","10,249.25",229.78M,-1.06%
5-Mar-18,"10,428.30","10,428.70","10,323.90","10,358.85",199.98M,-0.95%
1-Mar-18,"10,479.95","10,525.50","10,447.15","10,458.35",181.38M,-0.33%
28-Feb-18,"10,488.95","10,535.50","10,461.55","10,492.85",294.79M,-0.58%
27-Feb-18,"10,615.20","10,631.65","10,537.25","10,554.30",193.25M,-0.27%
26-Feb-18,"10,526.55","10,592.95","10,520.20","10,582.60",177.24M,0.87%
23-Feb-18,"10,408.10","10,499.10","10,396.65","10,491.05",217.13M,1.04%
22-Feb-18,"10,354.35","10,397.55","10,340.65","10,382.70",323.26M,-0.14%
21-Feb-18,"10,426.00","10,426.10","10,349.60","10,397.45",241.33M,0.36%
20-Feb-18,"10,391.00","10,429.35","10,347.65","10,360.40",193.46M,-0.17%
19-Feb-18,"10,488.90","10,489.35","10,302.75","10,378.40",193.09M,-0.71%
16-Feb-18,"10,596.20","10,612.90","10,434.05","10,452.30",190.04M,-0.88%
15-Feb-18,"10,537.90","10,618.10","10,511.05","10,545.50",217.09M,0.42%
14-Feb-18,"10,585.75","10,590.55","10,456.65","10,500.90",236.33M,-0.37%
12-Feb-18,"10,518.20","10,555.50","10,485.40","10,539.75",224.12M,0.81%
9-Feb-18,"10,416.50","10,480.20","10,398.20","10,454.95",197.50M,-1.15%
8-Feb-18,"10,518.50","10,637.80","10,479.55","10,576.85",239.41M,0.96%
7-Feb-18,"10,607.20","10,614.00","10,446.40","10,476.70",258.10M,-0.21%
6-Feb-18,"10,295.15","10,594.15","10,276.30","10,498.25",274.66M,-1.58%
5-Feb-18,"10,604.30","10,702.75","10,586.80","10,666.55",247.48M,-0.87%
2-Feb-18,"10,938.20","10,954.95","10,736.10","10,760.60",291.43M,-2.33%
1-Feb-18,"11,044.55","11,117.35","10,878.80","11,016.90",315.74M,-0.10%
31-Jan-18,"11,018.80","11,058.50","10,979.30","11,027.70",253.46M,-0.20%
30-Jan-18,"11,120.85","11,121.10","11,033.90","11,049.65",234.97M,-0.73%
29-Jan-18,"11,079.35","11,171.55","11,075.95","11,130.40",249.22M,0.55%
25-Jan-18,"11,095.60","11,095.60","11,009.20","11,069.65",340.47M,-0.15%
24-Jan-18,"11,069.35","11,110.10","11,046.15","11,086.00",292.20M,0.02%
23-Jan-18,"10,997.40","11,092.90","10,994.55","11,083.70",293.45M,1.07%
22-Jan-18,"10,883.20","10,975.10","10,881.40","10,966.20",238.82M,0.66%
19-Jan-18,"10,829.20","10,906.85","10,793.90","10,894.70",214.01M,0.72%
18-Jan-18,"10,873.40","10,887.50","10,782.40","10,817.00",321.61M,0.26%
17-Jan-18,"10,702.45","10,803.00","10,666.75","10,788.55",260.49M,0.82%
16-Jan-18,"10,761.50","10,762.35","10,687.85","10,700.45",217.47M,-0.38%
15-Jan-18,"10,718.50","10,782.65","10,713.80","10,741.55",181.26M,0.56%
12-Jan-18,"10,682.55","10,690.40","10,597.10","10,681.25",180.59M,0.28%
11-Jan-18,"10,637.05","10,664.60","10,612.35","10,651.20",158.63M,0.18%
10-Jan-18,"10,652.05","10,655.50","10,592.70","10,632.20",181.90M,-0.05%
9-Jan-18,"10,645.10","10,659.15","10,603.60","10,637.00",211.29M,0.13%
8-Jan-18,"10,591.70","10,631.20","10,588.55","10,623.60",174.18M,0.61%
5-Jan-18,"10,534.25","10,566.10","10,520.10","10,558.85",186.47M,0.51%
4-Jan-18,"10,469.40","10,513.00","10,441.45","10,504.80",180.26M,0.59%
3-Jan-18,"10,482.65","10,503.60","10,429.55","10,443.20",172.52M,0.01%
2-Jan-18,"10,477.55","10,495.20","10,404.65","10,442.20",158.09M,0.06%
1-Jan-18,"10,531.70","10,537.85","10,423.10","10,435.55",134.53M,-0.90%
29-Dec-17,"10,492.35","10,538.70","10,488.65","10,530.70",156.74M,0.50%
28-Dec-17,"10,498.20","10,534.55","10,460.45","10,477.90",281.31M,-0.12%
27-Dec-17,"10,531.05","10,552.40","10,469.25","10,490.75",170.31M,-0.39%
26-Dec-17,"10,512.30","10,545.45","10,477.95","10,531.50",160.42M,0.37%
22-Dec-17,"10,457.30","10,501.10","10,448.25","10,493.00",143.12M,0.50%
21-Dec-17,"10,473.95","10,473.95","10,426.90","10,440.30",156.65M,-0.04%
20-Dec-17,"10,494.40","10,494.45","10,437.15","10,444.20",180.60M,-0.18%
19-Dec-17,"10,414.80","10,472.20","10,406.00","10,463.20",174.34M,0.72%
18-Dec-17,"10,263.10","10,443.55","10,074.80","10,388.75",237.51M,0.54%
15-Dec-17,"10,345.65","10,373.10","10,319.65","10,333.25",262.98M,0.79%
14-Dec-17,"10,229.30","10,276.10","10,141.55","10,252.10",159.10M,0.58%
13-Dec-17,"10,236.60","10,296.55","10,169.85","10,192.95",187.19M,-0.46%
12-Dec-17,"10,324.90","10,326.10","10,230.20","10,240.15",180.55M,-0.80%
11-Dec-17,"10,310.50","10,329.20","10,282.05","10,322.25",152.04M,0.55%
8-Dec-17,"10,198.45","10,270.85","10,195.25","10,265.65",206.23M,0.97%
7-Dec-17,"10,063.45","10,182.65","10,061.90","10,166.70",171.34M,1.22%
6-Dec-17,"10,088.80","10,104.20","10,033.35","10,044.10",171.21M,-0.73%
